;again;party1;party2;year1;loyal;switch;minor1;switchMiMa;switchMiMi;switchMaMa;switchMaMi;new2
319;Buzkov· Petra;»SSD;»SSD;1992;1;0;0;0;0;0;0;0
320;Pr˘öa Frantiöek;»SSD;»SSD;1992;1;0;0;0;0;0;0;0
321;VÌtek Jaroslav;»SSD;»SSD;1992;1;0;0;0;0;0;0;0
322;KoûÌöek Old¯ich;»SSD;»SSD;1992;1;0;0;0;0;0;0;0
323;Strachota AntonÌn;»SSD;»SSD;1992;1;0;0;0;0;0;0;0
324;Hrd˝ Karel;»SSD;KDU-»SL;1992;0;1;0;0;0;1;0;0
325;ZelnÌËek Frantiöek;»SSD;»SSD;1992;1;0;0;0;0;0;0;0
326;Chobot Frantiöek;»SSD;»SSD;1992;1;0;0;0;0;0;0;0
327;Ost¯ansk˝ Ji¯Ì;»SSD;»SSD;1992;1;0;0;0;0;0;0;0
328;Gola Frantiöek;»SSD;»SSD;1992;1;0;0;0;0;0;0;0
329;Kylar Leoö;HSD-SMS;HSMSMNSJ;1992;0;1;0;0;0;0;1;1
330;Hrdonka V·clav;HSD-SMS;LB;1992;0;1;0;0;0;0;1;1
331;Mach·Ëek Ji¯Ì;HSD-SMS;»MUS;1992;0;1;0;0;0;0;1;1
332;Fuchsov· Jana;HSD-SMS;HSMSMNSJ;1992;0;1;0;0;0;0;1;1
333;Maröa Igor;HSD-SMS;HSMSMNSJ;1992;0;1;0;0;0;0;1;1
334;Kupka Jaroslav;HSD-SMS;HSMSMNSJ;1992;0;1;0;0;0;0;1;1
335;Konsbul Otakar;HSD-SMS;»MUS;1992;0;1;0;0;0;0;1;1
336;Trecha Ji¯Ì;HSD-SMS;MNS-HSS;1992;0;1;0;0;0;0;1;1
337;Sobol SlavomÌr;HSD-SMS;HSMSMNSJ;1992;0;1;0;0;0;0;1;1
338;äabata Miloslav;D92;CAO;1992;0;1;1;0;1;0;0;1
339;Stibral Ji¯Ì;KDU-»SL;DEU;1992;0;1;0;0;0;0;1;1
340;Duchek Karel;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
341;Hora V·clav;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
342;ämrha V·clav;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
343;Mach Karel;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
344;JelÌnek Jan;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
345;FuËÌk V·clav;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
346;Houdek Ji¯Ì;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
347;TalÌ¯ JaromÌr;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
348;äulc Petr;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
349;Veselka Ji¯Ì;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
350;V·lek VojtÏch;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
351;Derner VladimÌr;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
352;Rafaja Frantiöek;KDU-»SL;KDU-»SL;1992;1;0;0;0;0;0;0;0
353;Vesel˝ Josef;S»PéR;SD-LSNS;1992;0;1;1;0;1;0;0;1
354;Novotn˝ Ladislav;S»PéR;SD-LSNS;1992;0;1;1;0;1;0;0;1
355;Vlk Ivan;S»PéR;SD-LSNS;1992;0;1;1;0;1;0;0;1
356;KratochvÌl VladimÌr;S»PéR;SD-LSNS;1992;0;1;1;0;1;0;0;1
357;ätÏp·nek ZdenÏk;HSS;»MUS;1992;0;1;1;0;1;0;0;1
358;Streckerov· Vendulka;HSS;»MUS;1992;0;1;1;0;1;0;0;1
359;Kost˝lek Eduard;HSS;S»K;1992;0;1;1;0;1;0;0;1
360;KlÌma Karel;LSU;SZ;1992;0;1;0;0;0;0;1;1
361;P¯Ìhoda ZdenÏk;LSU;SZ;1992;0;1;0;0;0;0;1;1
362;Pajtl Ivan;LSU;NEZ;1992;0;1;0;0;0;0;1;1
363;Oslej Duöan;LSU;SZ;1992;0;1;0;0;0;0;1;1
364;Koll·r Evûen;LSU;SZ;1992;0;1;0;0;0;0;1;1
365;Sopko Kamil;LSU;SZ;1992;0;1;0;0;0;0;1;1
366;Koz·k Stanislav;LSU;KDU-»SL;1992;0;1;0;0;0;1;0;0
367;VlËek Jaroslav;LSU;»SSD;1992;0;1;0;0;0;1;0;0
368;OrgonÌkov· Hana;LSU;»SSD;1992;0;1;0;0;0;1;0;0
369;Vran˝ Jan;LSU;KDU-»SL;1992;0;1;0;0;0;1;0;0
370;Dr·pela Ji¯Ì;LSU;»MUS;1992;0;1;0;0;0;0;1;1
371;K¯Ìûek Josef;LSU;»MUS;1992;0;1;0;0;0;0;1;1
372;Kalousek Jaroslav;LSU;SD-LSNS;1992;0;1;0;0;0;0;1;1
373;Ruschka Evûen;LSU;SD-LSNS;1992;0;1;0;0;0;0;1;1
374;Skopal Jaroslav;LSU;SD-LSNS;1992;0;1;0;0;0;0;1;1
375;JelÌnek Josef;LSU;ODA;1992;0;1;0;0;0;1;0;0
376;BoloÚsk˝ Stanislav;OH;NEZ;1992;0;1;1;0;1;0;0;1
377;Sokol Tom·ö;OH;SD-LSNS;1992;0;1;1;0;1;0;0;1
378;Nov·k Frantiöek;OH;SD-LSNS;1992;0;1;1;0;1;0;0;1
379;Kunetka Ivan;OH;SD-LSNS;1992;0;1;1;0;1;0;0;1
380;Nov·k Jaroslav;SPR-RS»;SPR-RS»;1992;1;0;0;0;0;0;0;0
381;VlËek ZdenÏk;SPR-RS»;LB;1992;0;1;0;0;0;0;1;1
382;Matouökov· Eva;SPR-RS»;ODA;1992;0;1;0;0;0;1;0;0
383;Valenta Josef;SPR-RS»;SPR-RS»;1992;1;0;0;0;0;0;0;0
384;Unger Jaroslav;SPR-RS»;NEZ;1992;0;1;0;0;0;0;1;1
385;Loukota Milan;SPR-RS»;SPR-RS»;1992;1;0;0;0;0;0;0;0
386;Vrcha Old¯ich;SPR-RS»;SPR-RS»;1992;1;0;0;0;0;0;0;0
387;Peöek Milan;SPR-RS»;SPR-RS»;1992;1;0;0;0;0;0;0;0
388;»ech Frantiöek;KAN;»SSD;1992;0;1;1;1;0;0;0;0
389;Vamberov· Daniela;KAN;DEU;1992;0;1;1;0;1;0;0;1
390;Ganzwohl VladimÌr;KAN;CAO;1992;0;1;1;0;1;0;0;1
391;Kny Richard;KAN;DEU;1992;0;1;1;0;1;0;0;1
392;ÿebÌËek Miloö;KAN;CAO;1992;0;1;1;0;1;0;0;1
393;Draûan Tom·ö;KAN;DEU;1992;0;1;1;0;1;0;0;1
394;äÌma Daniel;KAN;ODS;1992;0;1;1;1;0;0;0;0
395;Puk JaromÌr;KAN;ODA;1992;0;1;1;1;0;0;0;0
396;KasperËÌk Karel;KAN;DEU;1992;0;1;1;0;1;0;0;1
397;Votava Vratislav;LB (KS»M);KS»M;1992;0;1;0;0;0;1;0;1
398;S·dlo Ji¯Ì;LB (KS»M);LB;1992;0;1;0;0;0;0;1;1
399;Roû·nek Karel;LB (KS»M);KS»M;1992;0;1;0;0;0;1;0;1
400;Maöek Ji¯Ì;LB (KS»M);SD-LSNS;1992;0;1;0;0;0;0;1;1
401;IzakoviË Pavol;LB (KS»M);SDL;1992;0;1;0;0;0;0;1;1
402;»apsk˝ Jaroslav RS;LB (KS»M);KS»M;1992;0;1;0;0;0;1;0;1
403;BezdÌËek Petr;LB (KS»M);LB;1992;0;1;0;0;0;0;1;1
404;BunÔ·lek Pavel;NEI;MNS-HSS;1992;0;1;1;0;1;0;0;1
405;Payne Ji¯Ì;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
406;Marvanov· Hana;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
407;Koh·Ëek Petr;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
408;P·v Tom·ö;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
409;GjuriË Andrej;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
410;Zemina Ond¯ej;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
411;Kr·mek Jan;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
412;Kol·¯ov· Milena;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
413;Tichotov· P¯ibyslava;ODS/KDS;DEU;1992;0;1;0;0;0;0;1;1
414;KrejËÌ Petr;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
415;Vlach Ji¯Ì;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
416;Rosol Jind¯ich;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
417;Vol·k Stanislav;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
418;Vrzal Ivan;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
419;Budinsk˝ VladimÌr;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
420;Kadlecov· Milada;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
421;Holub Josef;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
422;VojÌ¯ Old¯ich;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
423;Bartoö VladimÌr;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
424;Panenka Pavel;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
425;Str·sk˝ Jan;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
426;Jaroö Emil;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
427;Zima Anton;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
428;PÏniËka Stanislav;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
429;N·jemnÌk V·clav;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
430;HornÌkov· ZdeÚka;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
431;Uhde Milan;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
432;P¯ib·Ú Martin;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
433;VlËek Vlastimil;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
434;Zicha Vlastimil;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
435;Vejvoda Ladislav;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
436;Nov·k Rostislav;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
437;Pej¯il Frantiöek;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
438;Nov·k Libor;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
439;NeËas Petr;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
440;Kalus JaromÌr;ODS/KDS;ODS;1992;1;0;0;0;0;0;0;0
441;ÿÌha Martin;SD-LSNS;NEZ;1996;0;1;1;0;1;0;0;0
442;Trkal Viktor;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
443;Pauer Jaroslav;SD-LSNS;NEZ;1996;0;1;1;0;1;0;0;0
444;Dousek Josef;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
445;PondÏlÌËek Ji¯Ì;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
446;Dvo¯·k Ivan;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
447;Tosek LubomÌr;SD-LSNS;ODA;1996;0;1;1;0;1;0;0;0
448;Svoboda Frantiöek;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
449;KlÈzl ZdenÏk;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
450;Bab·Ëek Jan;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
451;SvÏtlÌk Marek;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
452;Lhotsk˝ Ji¯Ì;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
453;Marek Pavel;SD-LSNS;KDU-»SL;1996;0;1;1;1;0;0;0;0
454;D¯evÌkovsk˝ Jan;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
455;SpÏv·Ëkov· Anna;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
456;Marek Jaroslav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
457;Novotn˝ Ladislav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
458;LÌskovcov· VÏra;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
459;Pech·Ëek Karel;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
460;ChlaÚ Miloslav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
461;Jir·nek Miroslav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
462;K¯ivka Karel;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
463;Martan Jan;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
464;V·gnerov· Irena;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
465;HavlÌËek Josef;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
466;Friedrich V·clav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
467;Z·mostn· Olga;SD-LSNS;ODA;1996;0;1;1;0;1;0;0;0
468;äpaËek Karel;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
469;PospÌöil Rudolf;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
470;Vlk Ivan;SD-LSNS;NEZ;1996;0;1;1;0;1;0;0;0
471;Hudec Miroslav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
472;Volek Jind¯ich;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
473;KratochvÌl VladimÌr;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
474;KoËka Petr;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
475;Maöek Ji¯Ì;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
476;KrejËÌ Ji¯Ì;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
477;Fousek Ji¯Ì;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
478;Krauskopf Karel;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
479;Cejnarov· SoÚa;SD-LSNS;US;1996;0;1;1;1;0;0;0;1
480;Dobi·ö Jaroslav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
481;Ondr·Ëek AntonÌn;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
482;Rak V·clav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
483;VlaöÌn MojmÌr;SD-LSNS;SZ;1996;0;1;1;0;1;0;0;0
484;Kaöparovsk˝ Petr;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
485;P¯ikryl Ivan;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
486;Radil V·clav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
487;MerlÌËek Libor;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
488;Cabejöek Vlastimil;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
489;VeËerkov· Helena;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
490;Konöel Vlastimil;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
491;Matouöek Jaroslav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
492;Navr·tilov· Jana;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
493;Maz˘rek Rudolf;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
494;Chaloupek Jan;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
495;Gruna Ji¯Ì;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
496;KolÌnsk· Hana;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
497;Doubek Josef;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
498;Skopal Jaroslav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
499;Pluh·Ëek Marek;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
500;Grygar Pavel;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
501;Zubek Vladislav;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
502;Ruschka Evûen;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
503;PavlÌk Jan;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
504;B¯ezina Milan;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
505;LanÌk Aleö;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
506;B¯eËkov· Jarmila;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
507;Dom·cÌ Petr;SD-LSNS;»SNS;1996;0;1;1;0;1;0;0;1
508;Buzkov· Petra;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
509;Baöta Jaroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
510;Ko¯Ìnkov· KvÏtoslava;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
511;K¯eËek Stanislav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
512;Trojan ZdenÏk;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
513;Kalivoda Jan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
514;David Ivan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
515;V˝rut Karel;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
516;TomËÌk Jan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
517;PetrûÌlek Petr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
518;Koskuba Ji¯Ì;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
519;Kuûvart Miloö;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
520;Kechner Otto;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
521;Peltr·m AntonÌn;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
522;Metelec Ji¯Ì;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
523;äafr Jan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
524;GubÌn Oleg;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
525;Gross Stanislav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
526;Bl·ha Jan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
527;éiûka Jan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
528;TeplÌk Tom·ö;»SSD;ODS;1996;0;1;0;0;0;1;0;0
529;MaÚ·sek Jaroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
530;»urdov· Anna;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
531;Boh·Ëkov· Jarmila;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
532;Urban Milan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
533;VnouËek Frantiöek;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
534;Vondr·Ëek Aleö;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
535;Rod Ji¯Ì;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
536;»Ìûek Aleö;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
537;änajdr Josef;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
538;Nov·k JaromÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
539;Valeck˝ Miroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
540;Zeman Eduard;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
541;äpidla VladimÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
542;KupËov· Jitka;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
543;JiËÌnsk˝ ZdenÏk;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
544;Svoboda V·clav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
545;M·Ëe Miroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
546;Voborsk˝ Ivan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
547;JelÌnek Vnislav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
548;JanË˙ch Marian;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
549;Nov·k V·clav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
550;Dvo¯·k AntonÌn;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
551;BroûÌk Frantiöek;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
552;Kuneö Michael;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
553;Ekert Milan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
554;Emmerov· Milada;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
555;TomÌËek Rudolf;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
556;Kouba Jan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
557;Nechanick˝ LubomÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
558;Rohan Ji¯Ì;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
559;Wagner Jozef;»SSD;OK-PK;1996;0;1;0;0;0;0;1;1
560;GrÈgr Miroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
561;Hojdar Josef;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
562;Kopeck˝ Robert;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
563;Volfov· Jana;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
564;Vejvoda Josef;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
565;Kovalikov· NaÔa;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
566;BÌlek VladimÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
567;Foldyna Jaroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
568;NÏmec Old¯ich;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
569;Fejfar Josef;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
570;Cipro Miroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
571;Kraus Michal;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
572;OrgonÌkov· Hana;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
573;SnÌtil˝ Evûen;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
574;Titz Miloö;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
575;»evela Rostislav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
576;Tejkl Miroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
577;StaÚkov· Sylva;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
578;Fialov· Marie;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
579;BezdÌËek Jan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
580;ÿeh·Ëek Jaroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
581;Tr·vnÌËek Jaroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
582;Jeöina Josef;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
583;Grulich V·clav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
584;Skopal Ladislav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
585;Cis·r VladimÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
586;Kostrhun Jan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
587;Schling JaromÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
588;Sobotka Bohuslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
589;Sehnalov· Olga;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
590;äkromach ZdenÏk;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
591;V·clavek Ji¯Ì;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
592;VlËek Miloslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
593;MelË·k Miloö;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
594;»ernohorsk˝ Jan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
595;Brtnick˝ Ji¯Ì;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
596;Malovan˝ Josef;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
597;KrejËi¯Ìk Tom·ö;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
598;äù·va VladimÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
599;Cenek Ji¯Ì;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
600;VymÏtal VojtÏch;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
601;Fiala Stanislav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
602;Vetch˝ VladimÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
603;Tesa¯ Jan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
604;Kr·lÌËek Ji¯Ì;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
605;Bagara Svatopluk;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
606;äediv· Jarmila;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
607;Zeman Miloö;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
608;Zaor·lek LubomÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
609;Fischerov· Eva;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
610;Chobot Frantiöek;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
611;Dost·l Pavel;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
612;Hofman Ji¯Ì;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
613;äul·k Petr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
614;Palas Jaroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
615;Kapoun Miroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
616;Pol·öek LudÏk;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
617;Teönar Duöan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
618;Turek Radim;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
619;Kala Jaroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
620;Petroö ZdenÏk;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
621;Hˆnig Pavel;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
622;Hor·k Jaroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
623;Vom·Ëka Jaroslav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
624;PlaËek VladimÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
625;Huöek V·clav;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
626;Lachnit Petr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
627;HercÌk Marcel;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
628;PÌöala Jan;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
629;Heinz Ivo;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
630;Svozil AntonÌn;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
631;Jungov· Yvona;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
632;KoöÌk LubomÌr;»SSD;»SSD;1996;1;0;0;0;0;0;0;0
633;Tyl Miroslav;ODS;ODS;1996;1;0;0;0;0;0;0;0
634;Koh·Ëek Petr;ODS;ODS;1996;1;0;0;0;0;0;0;0
635;P·v Tom·ö;ODS;ODS;1996;1;0;0;0;0;0;0;0
636;Kol·¯ov· Milena;ODS;US;1996;0;1;0;0;0;1;0;1
