districtNumber;districtName;orderList;name;age;votes;nomParty
35;Severoèeskı;16;Vokøálová Lenka;41;207;HSS
35;Severoèeskı;17;Hrdina Vladimír;42;489;HSS
35;Severoèeskı;18;Vaibarová Romana;35;96;HSS
35;Severoèeskı;19;Schönbek Josef;49;184;HSS
35;Severoèeskı;20;Masnicová Karla;26;511;HSS
35;Severoèeskı;21;Skalickı Miloš;38;477;HSS
35;Severoèeskı;22;Köhlerová Vlastimila;43;84;HSS
35;Severoèeskı;23;Veselá Karolina;69;108;HSS
35;Severoèeskı;24;Nábøenı Jan;60;88;HSS
36;Vıchodoèeskı;1;Øezníèková Lenka;27;1 314;HSS
36;Vıchodoèeskı;2;Tuka Jindøich;57;299;HSS
36;Vıchodoèeskı;3;Vondráková Olga;30;623;HSS
36;Vıchodoèeskı;4;Èernoch Miloslav;68;133;HSS
36;Vıchodoèeskı;5;Kosová Danuše;51;748;HSS
36;Vıchodoèeskı;6;Olejník Vladimír;40;609;HSS
36;Vıchodoèeskı;7;Charvátová Zuzana;40;544;HSS
36;Vıchodoèeskı;8;Miltáková Marie;54;207;HSS
36;Vıchodoèeskı;9;Danìk Jiøí;36;783;HSS
36;Vıchodoèeskı;10;Šafránek Josef;61;155;HSS
36;Vıchodoèeskı;11;Kulík Milan;44;244;HSS
36;Vıchodoèeskı;12;Meruòka Petr;25;442;HSS
36;Vıchodoèeskı;13;Okapalová Irena;23;555;HSS
36;Vıchodoèeskı;14;Mojíšová Marie;59;142;HSS
36;Vıchodoèeskı;15;Janebová Bohumila;44;586;HSS
36;Vıchodoèeskı;16;Hájková Irena;21;374;HSS
36;Vıchodoèeskı;17;Varhaníková Hana;30;337;HSS
37;Jihomoravskı;1;Saitz Antonín;55;647;HSS
37;Jihomoravskı;2;Novotnı Bohumír;59;374;HSS
37;Jihomoravskı;3;Skøebskı Miloslav;45;543;HSS
37;Jihomoravskı;5;Šeda Jaroslav;47;658;HSS
37;Jihomoravskı;6;Kostılek Eduard;68;654;HSS
37;Jihomoravskı;7;Dvorník František;53;279;HSS
37;Jihomoravskı;8;Válek Karel;56;433;HSS
37;Jihomoravskı;9;Hrnèiøík Josef;55;388;HSS
37;Jihomoravskı;10;Sluneèko Stanislav;56;376;HSS
37;Jihomoravskı;11;Rozkopal Milan;53;125;HSS
37;Jihomoravskı;12;Bartáková Zdeòka;40;500;HSS
37;Jihomoravskı;13;Raclavskı Eda;51;109;HSS
37;Jihomoravskı;14;Lukáš Stanislav;46;286;HSS
37;Jihomoravskı;15;Nováèková Danuše;37;378;HSS
37;Jihomoravskı;16;Bobák Jindøich;52;637;HSS
37;Jihomoravskı;17;Novák Jaroslav;70;82;HSS
37;Jihomoravskı;18;Meduna František;48;219;HSS
37;Jihomoravskı;19;Hanzlík Jindøich;45;401;HSS
37;Jihomoravskı;20;Kuzma Ivan;32;148;HSS
37;Jihomoravskı;21;Èechová Zdeòka;56;179;HSS
37;Jihomoravskı;22;Novotná Libuše;53;508;HSS
37;Jihomoravskı;23;Láníèek Josef;43;177;HSS
37;Jihomoravskı;24;Èernı Jaroslav;59;354;HSS
37;Jihomoravskı;25;Adámek Mojmír;34;493;HSS
37;Jihomoravskı;26;Spáèil Jaroslav;72;5;HSS
37;Jihomoravskı;27;Bobèík František;46;43;HSS
37;Jihomoravskı;29;Kadlèek Josef;34;33;HSS
37;Jihomoravskı;30;Rachùnek Miloslav;55;14;HSS
37;Jihomoravskı;31;Krejèí Marie;47;15;HSS
37;Jihomoravskı;32;Prachaøová Ludmila;65;5;HSS
37;Jihomoravskı;33;Trlida Václav;61;11;HSS
37;Jihomoravskı;34;Prachaø Oldøich;77;6;HSS
37;Jihomoravskı;35;Vytlaèil Vladimír;59;14;HSS
37;Jihomoravskı;36;Vytlaèilová Jitka;22;38;HSS
37;Jihomoravskı;37;Humpolová Boena;62;20;HSS
37;Jihomoravskı;38;Berková Vìra;41;18;HSS
37;Jihomoravskı;39;Berka Jaroslav;44;11;HSS
37;Jihomoravskı;40;Višinka František;68;14;HSS
38;Severomoravskı;1;Zelinková Bronislava;43;1 341;HSS
38;Severomoravskı;2;Rešlová Marie;46;837;HSS
38;Severomoravskı;3;Wildmanová Mirka;22;1 156;HSS
38;Severomoravskı;4;Bartošek Stanislav;42;731;HSS
38;Severomoravskı;5;Bartoòek Zdenìk;42;812;HSS
38;Severomoravskı;6;Zámrskı Jan;43;713;HSS
38;Severomoravskı;7;Bako Vincenc;30;379;HSS
38;Severomoravskı;8;Sklenáø Vladimír;32;976;HSS
38;Severomoravskı;9;Kohajdová Marcela;41;1 073;HSS
38;Severomoravskı;10;Jemelka Jaromír;61;273;HSS
38;Severomoravskı;11;Dvoøák Josef;45;282;HSS
38;Severomoravskı;12;Brablc Josef;58;623;HSS
38;Severomoravskı;13;Danel František;52;1 000;HSS
38;Severomoravskı;14;Fišer Zdenìk;61;385;HSS
38;Severomoravskı;16;Nezbeda Josef;47;694;HSS
38;Severomoravskı;17;Machek Jiøí;27;830;HSS
38;Severomoravskı;18;Lukas Miroslav;36;460;HSS
38;Severomoravskı;19;Pochylá Vlasta;35;560;HSS
38;Severomoravskı;20;Rychlá Jana;48;499;HSS
38;Severomoravskı;22;Matuš Bedøich;44;325;HSS
38;Severomoravskı;23;Tichá Martina;36;541;HSS
38;Severomoravskı;24;Dziadkowiczová Marie;48;579;HSS
38;Severomoravskı;25;Halla Josef;73;257;HSS
38;Severomoravskı;26;Matyska Josef;59;34;HSS
38;Severomoravskı;28;Kolatek Miroslav;22;37;HSS
38;Severomoravskı;30;Macho Vratislav;40;11;HSS
38;Severomoravskı;31;Náhlík František;50;19;HSS
38;Severomoravskı;32;Kuzma Kamil;37;5;HSS
38;Severomoravskı;33;Ševèík Rudolf;49;13;HSS
31;Hl.m.Praha;1;Seifer Pavel;48;2 767;LSU
31;Hl.m.Praha;2;Hirš Pavel;50;2 218;LSU
31;Hl.m.Praha;3;Rypota Miloslav;38;2 341;LSU
31;Hl.m.Praha;4;Brabenec Vladimír;49;2 853;LSU
31;Hl.m.Praha;5;Holı Dalibor;22;1 781;LSU
31;Hl.m.Praha;6;Bodenlos Vavøinec;52;1 114;LSU
31;Hl.m.Praha;7;Semeckı Ota;59;1 103;LSU
31;Hl.m.Praha;8;Somol Tomislav;29;1 297;LSU
31;Hl.m.Praha;9;Prokopec Libor;33;1 593;LSU
31;Hl.m.Praha;10;Holèapek František;47;411;LSU
31;Hl.m.Praha;11;Šlaisová Jiøina;43;1 513;LSU
31;Hl.m.Praha;12;Berka Petr;33;599;LSU
31;Hl.m.Praha;13;Maøík Miroslav;43;452;LSU
31;Hl.m.Praha;14;Horèièka Václav;54;215;LSU
31;Hl.m.Praha;16;Dušek Vlastislav;47;510;LSU
31;Hl.m.Praha;17;Jedlièka Antonín;44;701;LSU
31;Hl.m.Praha;18;Panek Václav;60;211;LSU
31;Hl.m.Praha;19;Vácha Zdenìk;58;613;LSU
31;Hl.m.Praha;20;Sláma Miloslav;66;164;LSU
31;Hl.m.Praha;21;Krejzlík Václav;34;610;LSU
31;Hl.m.Praha;22;Boøickı Jaroslav;55;123;LSU
31;Hl.m.Praha;23;Syrovátka Tomáš;49;753;LSU
31;Hl.m.Praha;24;Bohuslav Pavel;54;592;LSU
31;Hl.m.Praha;25;Chaloupka Julius;43;161;LSU
31;Hl.m.Praha;26;Urban Petr;36;35;LSU
31;Hl.m.Praha;27;Obst Jan;40;56;LSU
31;Hl.m.Praha;28;Topinka Petr;34;90;LSU
31;Hl.m.Praha;29;Dohnal Zdenìk;50;45;LSU
31;Hl.m.Praha;30;Venera Pavel;41;18;LSU
31;Hl.m.Praha;31;Hejda Neklan;70;32;LSU
31;Hl.m.Praha;32;Šechovcov Vladimír;24;26;LSU
31;Hl.m.Praha;33;Matoušek Jiøí;33;29;LSU
31;Hl.m.Praha;34;Vávra Ivan;30;70;LSU
31;Hl.m.Praha;35;Nešetøil František;45;9;LSU
32;Støedoèeskı;1;Vyvadil Jiøí;37;4 000;LSU
32;Støedoèeskı;2;Sıkora Jaroslav;60;6 883;LSU
32;Støedoèeskı;3;Morozinski Jan;27;4 172;LSU
32;Støedoèeskı;4;Kypta Tomáš;34;2 929;LSU
32;Støedoèeskı;5;Mašata Miroslav;42;1 671;LSU
32;Støedoèeskı;6;Chludil Ivan;43;1 948;LSU
32;Støedoèeskı;7;Eckert Martin;50;4 169;LSU
32;Støedoèeskı;8;Straka Zdenìk;38;3 380;LSU
32;Støedoèeskı;9;Šestáková Milada;47;1 508;LSU
32;Støedoèeskı;10;Dvoøák Miroslav;45;5 724;LSU
32;Støedoèeskı;13;Kozlík Jaroslav;55;1 468;LSU
32;Støedoèeskı;14;Vydra Josef;41;1 268;LSU
32;Støedoèeskı;15;Gladkov Vladimír;30;1 919;LSU
32;Støedoèeskı;16;Matouš Pavel;37;1 253;LSU
32;Støedoèeskı;17;Semilskı Miroslav;62;571;LSU
32;Støedoèeskı;18;Bro Karel;52;2 607;LSU
32;Støedoèeskı;19;Vondráèek Jan;53;1 324;LSU
32;Støedoèeskı;20;Beneš Zbynìk;31;1 269;LSU
32;Støedoèeskı;22;Kleèka Vladimír;53;884;LSU
32;Støedoèeskı;24;Holubièka Jaroslav;48;2 406;LSU
32;Støedoèeskı;25;Uzel Václav;59;793;LSU
32;Støedoèeskı;26;Kulhavı Petr;47;138;LSU
32;Støedoèeskı;27;Dvoøák Antonín;61;91;LSU
32;Støedoèeskı;28;Hájek Jan;44;75;LSU
33;Jihoèeskı;1;Vaèkáø Jiøí;48;5 983;LSU
33;Jihoèeskı;2;Tichava Vlastimil;45;1 624;LSU
33;Jihoèeskı;3;Kadlec Milan;53;2 511;LSU
33;Jihoèeskı;4;Harapát Jiøí;46;5 926;LSU
33;Jihoèeskı;5;Postl František;55;951;LSU
33;Jihoèeskı;6;Nìmec Jiøí;51;1 337;LSU
33;Jihoèeskı;7;Doule Josef;46;2 746;LSU
33;Jihoèeskı;8;Bína Bedøich;40;1 793;LSU
33;Jihoèeskı;9;Krepsová Libuše;53;863;LSU
33;Jihoèeskı;10;Bezdìkovskı Vladimír;44;4 236;LSU
33;Jihoèeskı;11;Fikota Josef;56;2 482;LSU
33;Jihoèeskı;12;Klíma Karel;51;1 115;LSU
33;Jihoèeskı;13;Havel Václav;24;829;LSU
33;Jihoèeskı;14;Langová Milena;52;2 265;LSU
33;Jihoèeskı;15;Svoboda František;51;1 637;LSU
33;Jihoèeskı;16;Mašková Vìra;39;635;LSU
33;Jihoèeskı;17;Šrefl Karel;56;977;LSU
33;Jihoèeskı;18;Rossmüller Josef;45;1 117;LSU
33;Jihoèeskı;19;Kadubec Jiøí;48;667;LSU
33;Jihoèeskı;20;Uhlíø Jaroslav;45;2 606;LSU
34;Západoèeskı;1;Melich František;57;4 848;LSU
34;Západoèeskı;2;Raška Miroslav;34;1 154;LSU
34;Západoèeskı;3;Mareda Václav;49;1 471;LSU
34;Západoèeskı;4;Pašek Zdenìk;47;5 071;LSU
34;Západoèeskı;5;Novotnı Vladimír;59;762;LSU
34;Západoèeskı;6;Štìrba Tomáš;46;7 871;LSU
34;Západoèeskı;7;Rùièka Jiøí;45;2 186;LSU
34;Západoèeskı;9;Bouèek Václav;43;6 688;LSU
34;Západoèeskı;10;Krejza Karel;54;1 947;LSU
34;Západoèeskı;11;Mašek Jiøí;52;2 807;LSU
34;Západoèeskı;12;Pšenièková Zuzana;30;1 028;LSU
34;Západoèeskı;13;Baštıø Miroslav;35;1 005;LSU
34;Západoèeskı;14;Baboráková Blanka;54;1 141;LSU
34;Západoèeskı;15;Anton Jiøí;53;853;LSU
34;Západoèeskı;16;Lacina Bohumil;45;3 273;LSU
34;Západoèeskı;17;Pøíhoda Zdenìk;30;1 640;LSU
34;Západoèeskı;18;Pospíšil Rudolf;50;545;LSU
34;Západoèeskı;19;Ševèík Vladimír;36;1 076;LSU
34;Západoèeskı;20;Harazímová Jitka;42;429;LSU
34;Západoèeskı;22;Dolejš Jiøí;44;749;LSU
34;Západoèeskı;24;Chára Josef;45;3 563;LSU
34;Západoèeskı;25;Pajtl Ivan;46;325;LSU
35;Severoèeskı;1;Trnka František;61;12 188;LSU
35;Severoèeskı;2;Oslej Dušan;53;6 421;LSU
35;Severoèeskı;3;Sodomka Lubomír;62;2 765;LSU
35;Severoèeskı;4;Kouble Gustav;58;3 902;LSU
35;Severoèeskı;5;Maglen Pavel;52;4 258;LSU
35;Severoèeskı;6;Ovèarov Kardam;53;3 341;LSU
35;Severoèeskı;7;Langer Jaromír;46;2 428;LSU
35;Severoèeskı;8;Kollár Even;55;1 307;LSU
35;Severoèeskı;9;Dvoøák Jan;52;4 835;LSU
35;Severoèeskı;10;Vainová Dagmar;38;971;LSU
35;Severoèeskı;11;Vurm Karel;44;2 469;LSU
35;Severoèeskı;12;Hujer Jan;60;1 566;LSU
35;Severoèeskı;14;Klápštì František;62;327;LSU
35;Severoèeskı;15;Pyciaková Venceslava;49;917;LSU
35;Severoèeskı;16;Baustein Ivan;44;4 313;LSU
35;Severoèeskı;17;Sopko Kamil;52;1 882;LSU
35;Severoèeskı;18;Vomáèka Karel;37;635;LSU
35;Severoèeskı;19;Jelínek Tomáš;60;522;LSU
35;Severoèeskı;20;Ryšavı Josef;34;2 751;LSU
35;Severoèeskı;21;Koøen Karel;46;1 896;LSU
35;Severoèeskı;22;Hlavackı Anatol;57;468;LSU
35;Severoèeskı;23;Matìják Alois;48;652;LSU
35;Severoèeskı;24;Koláø Pavel;55;848;LSU
35;Severoèeskı;25;Cihláøová Alena;46;742;LSU
35;Severoèeskı;26;Vojtíšek Miroslav;55;62;LSU
35;Severoèeskı;27;Rubeš František;55;77;LSU
35;Severoèeskı;28;Teplı Jiøí;40;230;LSU
35;Severoèeskı;29;Øíha Antonín;44;65;LSU
35;Severoèeskı;32;Rössler Jaroslav;43;119;LSU
35;Severoèeskı;33;Antoš Oldøich;59;66;LSU
35;Severoèeskı;34;Poár Jaroslav;51;5;LSU
35;Severoèeskı;35;Veselı Stanislav;57;83;LSU
36;Vıchodoèeskı;1;Kozák Stanislav;42;7 560;LSU
36;Vıchodoèeskı;2;Vlèek Jaroslav;40;2 841;LSU
36;Vıchodoèeskı;3;Orgoníková Hana;46;1 827;LSU
36;Vıchodoèeskı;4;Plhal Milan;51;3 543;LSU
36;Vıchodoèeskı;5;Polášková Anna;44;3 011;LSU
36;Vıchodoèeskı;6;Kohoutek Alfréd;58;7 844;LSU
36;Vıchodoèeskı;7;Jireš Rostislav;29;2 763;LSU
36;Vıchodoèeskı;8;Munzarová Marie;35;3 584;LSU
36;Vıchodoèeskı;9;Broulíková Slavìna;44;1 356;LSU
36;Vıchodoèeskı;10;Koukal Miroslav;48;661;LSU
36;Vıchodoèeskı;11;Marek Vojtìch;44;7 933;LSU
36;Vıchodoèeskı;12;Seliger Josef;45;1 636;LSU
36;Vıchodoèeskı;13;Hrubı Dag;44;1 386;LSU
36;Vıchodoèeskı;14;Tomášek Jan;39;2 542;LSU
36;Vıchodoèeskı;16;Skála Bohumil;37;3 032;LSU
36;Vıchodoèeskı;17;Pohlová Marta;48;1 152;LSU
36;Vıchodoèeskı;18;Víšek Josef;50;2 510;LSU
36;Vıchodoèeskı;19;Sommer Jaroslav;51;1 685;LSU
36;Vıchodoèeskı;20;Hutník Vasil;32;1 039;LSU
36;Vıchodoèeskı;21;ika Zdenìk;46;1 045;LSU
36;Vıchodoèeskı;22;Simon Miloš;44;693;LSU
36;Vıchodoèeskı;23;Petr Jindøich;32;2 663;LSU
36;Vıchodoèeskı;24;Skrbek Ladislav;54;749;LSU
36;Vıchodoèeskı;25;Vranı Jan;46;2 311;LSU
36;Vıchodoèeskı;26;Künzl Gunnar;41;64;LSU
36;Vıchodoèeskı;27;Kovaøíèek František;35;356;LSU
36;Vıchodoèeskı;28;Porš Petr;41;43;LSU
36;Vıchodoèeskı;30;Votava Josef;42;149;LSU
36;Vıchodoèeskı;31;Hübsch Milan;44;46;LSU
36;Vıchodoèeskı;32;Novák Josef;30;307;LSU
36;Vıchodoèeskı;33;Peroutka Zdenìk;46;357;LSU
36;Vıchodoèeskı;34;Vyhnánek Jan;45;269;LSU
36;Vıchodoèeskı;35;Zmatlík Josef;38;358;LSU
36;Vıchodoèeskı;36;Kopeckı Zdenìk;31;116;LSU
37;Jihomoravskı;1;Drápela Jiøí;46;4 584;LSU
37;Jihomoravskı;2;Procházka Vladimír;56;10 066;LSU
37;Jihomoravskı;3;Slezáèek Josef;44;3 744;LSU
37;Jihomoravskı;4;Fiala Emil;59;5 137;LSU
37;Jihomoravskı;5;Hoplíèková Jitka;49;1 974;LSU
37;Jihomoravskı;6;Procházka Kamil;58;2 175;LSU
37;Jihomoravskı;7;Barotek Zdenìk;52;7 266;LSU
37;Jihomoravskı;8;Cenek Radovan;28;1 852;LSU
37;Jihomoravskı;9;Jurkoviè Jaroslav;42;1 947;LSU
37;Jihomoravskı;10;Èurda Zdenìk;59;2 720;LSU
37;Jihomoravskı;11;áèek Jiøí;30;2 284;LSU
37;Jihomoravskı;12;Hron Josef;49;4 071;LSU
37;Jihomoravskı;13;Šupina Zdenìk;40;2 037;LSU
37;Jihomoravskı;14;Krátkı Rudolf;58;3 640;LSU
37;Jihomoravskı;15;Bachr Jiøí;38;2 001;LSU
37;Jihomoravskı;16;Škoda Vladimír;39;2 257;LSU
37;Jihomoravskı;17;Hejátko Jaroslav;48;2 418;LSU
37;Jihomoravskı;18;Spilka Pavel;49;1 482;LSU
37;Jihomoravskı;19;Procházka Bohdan;49;440;LSU
37;Jihomoravskı;20;Ksiakiewicz Jan;47;597;LSU
37;Jihomoravskı;21;Nekvapil Josef;46;1 151;LSU
37;Jihomoravskı;22;Jüptner Ivan;46;644;LSU
37;Jihomoravskı;23;Málek Miroslav;44;1 520;LSU
37;Jihomoravskı;24;Škarda Ivan;52;707;LSU
37;Jihomoravskı;25;Havelka František;52;3 714;LSU
37;Jihomoravskı;26;Radil Václav;58;141;LSU
37;Jihomoravskı;27;Pleskaè Antonín;47;125;LSU
37;Jihomoravskı;28;Blahová Blaena;51;95;LSU
37;Jihomoravskı;29;Kupka Dušan;56;181;LSU
37;Jihomoravskı;30;Nešpor František;47;287;LSU
37;Jihomoravskı;32;Pøibyl Aleš;46;74;LSU
37;Jihomoravskı;33;Krejèí Pavel;47;150;LSU
37;Jihomoravskı;34;Ludvík Zdenìk;33;230;LSU
37;Jihomoravskı;35;Koèaø Jan;40;122;LSU
37;Jihomoravskı;36;Hlaváèek Václav;40;342;LSU
37;Jihomoravskı;37;Houdek Jiøí;27;77;LSU
37;Jihomoravskı;38;Èernı Miloš;30;158;LSU
37;Jihomoravskı;39;Je Miroslav;47;167;LSU
37;Jihomoravskı;40;Smutná Dana;39;72;LSU
37;Jihomoravskı;41;Hromádko Josef;55;169;LSU
37;Jihomoravskı;42;Kabát Vladimír;36;110;LSU
37;Jihomoravskı;43;Petrák Jaroslav;34;60;LSU
37;Jihomoravskı;44;Zámeèník Jan;53;102;LSU
37;Jihomoravskı;45;Hronová Marie;44;96;LSU
37;Jihomoravskı;46;Skøivánek Josef;56;166;LSU
37;Jihomoravskı;47;Kováø Jan;44;97;LSU
37;Jihomoravskı;48;Melichar Vladimír;47;71;LSU
37;Jihomoravskı;49;Sekanina Vojtìch;39;253;LSU
37;Jihomoravskı;50;Valíèek Ludvík;59;295;LSU
37;Jihomoravskı;51;Matìjíèková Jarmila;45;54;LSU
37;Jihomoravskı;52;Jílek Petr;27;75;LSU
37;Jihomoravskı;54;Slunskı Zdenìk;47;61;LSU
37;Jihomoravskı;55;Vencálek Jan;52;69;LSU
37;Jihomoravskı;56;Zahradníèek Ondøej;23;75;LSU
37;Jihomoravskı;57;Cenek Miroslav;53;61;LSU
38;Severomoravskı;1;Bartoš Jaroslav;61;6 350;LSU
38;Severomoravskı;2;Hubert Viktor;30;2 696;LSU
38;Severomoravskı;3;Frommer Alfréd;49;1 815;LSU
38;Severomoravskı;4;Šrámek Miroslav;40;4 922;LSU
38;Severomoravskı;5;Haken Roman;30;3 937;LSU
38;Severomoravskı;6;Køíek Josef;54;7 541;LSU
38;Severomoravskı;8;Langr Libor;36;1 357;LSU
38;Severomoravskı;9;Hrdı Petr;51;1 843;LSU
38;Severomoravskı;10;Fojtík Vlastimil;49;3 756;LSU
38;Severomoravskı;11;Konšel Lubomír;53;1 477;LSU
38;Severomoravskı;13;Kalousek Jaroslav;39;1 199;LSU
38;Severomoravskı;14;Skrbek Zdenìk;41;4 409;LSU
38;Severomoravskı;15;Zahradníková Zuzana;22;1 891;LSU
38;Severomoravskı;16;Viceník František;45;2 516;LSU
38;Severomoravskı;17;Reòák Jindøich;50;1 769;LSU
38;Severomoravskı;18;Teplárek Jan;23;587;LSU
38;Severomoravskı;19;Kalík Jindøich;48;598;LSU
38;Severomoravskı;20;Havlíèek Zbyslav;64;514;LSU
38;Severomoravskı;21;Hrubá Dagmar;47;708;LSU
38;Severomoravskı;22;Dybowicz Petr;31;695;LSU
38;Severomoravskı;24;Malohlavová Eva;36;664;LSU
38;Severomoravskı;25;Frolík Martin;24;1 004;LSU
38;Severomoravskı;26;Chyba Jan;48;48;LSU
38;Severomoravskı;27;Dobeš Dalibor;53;105;LSU
38;Severomoravskı;28;Matula Cyril;68;32;LSU
38;Severomoravskı;29;Kalabusová Karla;42;112;LSU
38;Severomoravskı;30;Špalek František;45;94;LSU
38;Severomoravskı;31;Ruschka Even;61;38;LSU
38;Severomoravskı;32;Mandrla Vladimír;30;94;LSU
38;Severomoravskı;33;Kucharèík Petr;33;125;LSU
38;Severomoravskı;34;Novák Antonín;50;132;LSU
38;Severomoravskı;35;Sita Vratislav;62;31;LSU
38;Severomoravskı;36;Kreisel Alois;57;67;LSU
38;Severomoravskı;37;Kureèka Ivo;31;33;LSU
38;Severomoravskı;38;Matúšù Renata;35;51;LSU
38;Severomoravskı;39;Blaej Ludìk;28;60;LSU
38;Severomoravskı;40;Jarnot Oskar;52;47;LSU
38;Severomoravskı;41;Šabata Rudolf;60;80;LSU
38;Severomoravskı;42;Mièulka Jiøí;53;58;LSU
38;Severomoravskı;43;Skopal Jaroslav;56;65;LSU
38;Severomoravskı;44;Rozkošnı Miroslav;44;176;LSU
38;Severomoravskı;45;Jelínek Josef;54;52;LSU
38;Severomoravskı;46;Pavlek Rostislav;45;34;LSU
38;Severomoravskı;47;Nevaøil František;39;73;LSU
38;Severomoravskı;49;Lazebníèek Jiøí;58;49;LSU
38;Severomoravskı;50;Valnoha Aleš;41;29;LSU
38;Severomoravskı;51;Urban Lubomír;55;103;LSU
38;Severomoravskı;52;Minaøík František;46;58;LSU
38;Severomoravskı;53;Samek Vladislav;49;77;LSU
38;Severomoravskı;54;Vainar Rostislav;32;175;LSU
31;Hl.m.Praha;1;Burešová Dagmar;63;19 763;OH
31;Hl.m.Praha;2;Bursík Martin;33;8 260;OH
31;Hl.m.Praha;3;Boloòskı Stanislav;44;2 495;OH
31;Hl.m.Praha;4;Konvièka Libor;35;2 819;OH
31;Hl.m.Praha;5;Novák Miloslav;40;3 375;OH
31;Hl.m.Praha;6;Dienstbier Ondøej;49;3 911;OH
31;Hl.m.Praha;7;Berounskı Jiøí;60;594;OH
31;Hl.m.Praha;8;Beránek Jaromír;56;641;OH
31;Hl.m.Praha;9;Picková Helena;49;886;OH
31;Hl.m.Praha;10;Sedláèek Oto;61;1 596;OH
31;Hl.m.Praha;11;Tùma Josef;34;876;OH
31;Hl.m.Praha;12;Zajícová Pavla;58;950;OH
31;Hl.m.Praha;13;Juláková Jiøina;57;1 232;OH
31;Hl.m.Praha;14;Švandelík František;53;680;OH
31;Hl.m.Praha;15;Netopil Boris;26;775;OH
31;Hl.m.Praha;16;Hanuš Miloslav;31;547;OH
31;Hl.m.Praha;17;Kubitová Zdeòka;57;643;OH
31;Hl.m.Praha;18;Rohrböck Ladislav;49;757;OH
31;Hl.m.Praha;19;Oláh Vladimír;45;558;OH
31;Hl.m.Praha;20;Zárybnickı Miloš;56;733;OH
31;Hl.m.Praha;21;Tobìrná Vìra;64;1 149;OH
31;Hl.m.Praha;22;Podzimek Jan;39;976;OH
31;Hl.m.Praha;23;ák Ivan;47;760;OH
31;Hl.m.Praha;24;Labík Stanislav;51;1 106;OH
31;Hl.m.Praha;25;Forman Petr;44;1 031;OH
32;Støedoèeskı;1;Stìpová Vlasta;54;5 224;OH
32;Støedoèeskı;2;Povolnı Václav;47;1 587;OH
32;Støedoèeskı;3;Pospíšil Petr;34;2 420;OH
32;Støedoèeskı;4;Smyèka Václav;59;1 304;OH
32;Støedoèeskı;5;Krásenskı Milan;49;797;OH
32;Støedoèeskı;6;Kasalickı Ivan;40;1 599;OH
32;Støedoèeskı;7;Schovánek Pavel;44;1 144;OH
32;Støedoèeskı;8;Solnickı Jaromír;55;615;OH
32;Støedoèeskı;9;Radina Josef;49;264;OH
32;Støedoèeskı;10;Kubín Stanislav;61;822;OH
32;Støedoèeskı;11;Bubák Jiøí;41;770;OH
32;Støedoèeskı;12;Èervinka Miroslav;33;753;OH
32;Støedoèeskı;13;Havelková Eva;40;737;OH
32;Støedoèeskı;14;Veverka Vladislav;47;399;OH
32;Støedoèeskı;15;Šerpán Jiøí;43;456;OH
32;Støedoèeskı;16;Špinková Helena;47;443;OH
32;Støedoèeskı;17;Pavlíèek Karel;44;679;OH
32;Støedoèeskı;18;Pinc Zdenìk;47;276;OH
32;Støedoèeskı;19;Kunèar Jan;42;344;OH
32;Støedoèeskı;20;Hrdlièka Stanislav;47;926;OH
32;Støedoèeskı;21;Frána Jaroslav;58;250;OH
32;Støedoèeskı;22;Sedláèková Jaroslava;43;312;OH
32;Støedoèeskı;23;Šimeèek Jiøí;24;986;OH
33;Jihoèeskı;1;Pithart Petr;51;5 941;OH
33;Jihoèeskı;2;Máca Zbynìk;32;2 750;OH
33;Jihoèeskı;3;Kašpar Bøetislav;41;2 003;OH
33;Jihoèeskı;4;Matìjka Jaroslav;52;1 433;OH
33;Jihoèeskı;5;Jelen Jan;40;781;OH
33;Jihoèeskı;6;Hála Erik;37;1 282;OH
33;Jihoèeskı;7;Lasovskı Petr;55;705;OH
33;Jihoèeskı;8;Hudeèek Karel;49;1 309;OH
33;Jihoèeskı;9;Kantùrková Eva;62;2 100;OH
34;Západoèeskı;1;Sokol Tomáš;41;7 092;OH
34;Západoèeskı;2;Líbal Vladimír;37;2 606;OH
34;Západoèeskı;3;Mika Otakar;38;2 416;OH
34;Západoèeskı;4;Èerník Karel;52;2 866;OH
34;Západoèeskı;5;Nerad František;41;1 705;OH
34;Západoèeskı;6;Kraus Petr;43;2 906;OH
34;Západoèeskı;7;Jelínek Jan;44;2 714;OH
34;Západoèeskı;8;Lerch Jan;26;1 895;OH
34;Západoèeskı;9;Pfeffer Karel;49;2 180;OH
34;Západoèeskı;10;Hájek Josef;42;990;OH
34;Západoèeskı;11;Grosser Vladimír;54;923;OH
35;Severoèeskı;1;Kalfus Jiøí;54;2 436;OH
35;Severoèeskı;2;Danneberg Leonard;65;2 434;OH
35;Severoèeskı;3;Foøt Karel Pharm;42;1 992;OH
35;Severoèeskı;4;Bartùšek Stanislav;31;2 655;OH
35;Severoèeskı;5;Jelínek Jiøí;61;1 856;OH
35;Severoèeskı;6;Jeková Vìra;37;1 656;OH
35;Severoèeskı;7;Brandová Hana;49;1 629;OH
35;Severoèeskı;8;Koèí Jiøí;34;1 249;OH
35;Severoèeskı;9;Èejka František;40;1 456;OH
35;Severoèeskı;10;Prùša Václav;32;2 166;OH
35;Severoèeskı;11;Šot Jaroslav;47;916;OH
35;Severoèeskı;12;Soukup Miroslav;62;364;OH
35;Severoèeskı;13;Ulahel František;46;837;OH
