nomPartyNumber,nomParty,listOrder,name1,name2,acadTitle,age,occupation,residency,membParty,name,minor
24,ROSA,24,Pavol,Hrubý,Mgr.,47,pedagóg,Bratislava,KČaS,Pavol Hrubý,1
24,ROSA,25,Iveta,Kanevová,,43,ekonómka,Banská Bystrica,ROSA,Iveta Kanevová,1
24,ROSA,26,Beata,Drahošová,,52,knihovníčka,Nové Zámky,ROSA,Beata Drahošová,1
24,ROSA,27,Miroslava,Balážová,,26,pedagóg,Prievidza,ROSA,Miroslava Balážová,1
24,ROSA,28,Rudolf,Baranec,,53,automechanik,Banská Bystrica,ROSA,Rudolf Baranec,1
24,ROSA,29,Miroslav,Janočko,,29,recepčný,Košice,ROSA,Miroslav Janočko,1
24,ROSA,30,František,Lužica,,42,vodič,Nové Zámky,ROSA,František Lužica,1
24,ROSA,31,Andrea,Ruščinová,,26,chemička,Košice,ROSA,Andrea Ruščinová,1
24,ROSA,32,Jan,Vašut,Ing.,61,dôchodca,Bratislava,KČaS,Jan Vašut,1
24,ROSA,33,Štefan,Varga,,39,murár,Košice,ROSA,Štefan Varga,1
24,ROSA,34,Anna,Ráczová,,51,in. dôchodkyňa,Moldava nad Bodvou,ROSA,Anna Ráczová,1
24,ROSA,35,Jaroslav,Báni,,44,elektrotechnik,Bratislava,ROSA,Jaroslav Báni,1
24,ROSA,36,Ján,Mészáros,,51,automechanik,Dvory nad Žitavou,ROSA,Ján Mészáros,1
24,ROSA,37,Andrej,Dančo,,43,obrábač kovov,Bratislava,ROSA,Andrej Dančo,1
24,ROSA,38,František,Kľučár,,54,učiteľ,Košice,ROSA,František Kľučár,1
24,ROSA,39,Jozef,Sedliak,,50,podnikateľ,Levice,ROSA,Jozef Sedliak,1
24,ROSA,40,Tibor,Bában,,53,podnikateľ,Branč,ROSA,Tibor Bában,1
24,ROSA,41,Jaroslav,Bučka,,42,vodič,Bratislava,ROSA,Jaroslav Bučka,1
24,ROSA,42,Ľudevít,Füri,,52,poľnopodnikateľ,Jur nad Hronom,ROSA,Ľudevít Füri,1
24,ROSA,43,Stanislav,Makula,,27,maliar,Košice,ROSA,Stanislav Makula,1
24,ROSA,44,Milan,Fogaš,,39,signalista,Brunovce,BEZPP,Milan Fogaš,1
24,ROSA,45,Darina,Mičková,,49,zdravot. sestra,Bratislava,ROSA,Darina Mičková,1
24,ROSA,46,Roman,Chlebo,,27,stroj. technik,Levice,ROSA,Roman Chlebo,1
24,ROSA,47,Henrieta,Hančinová,,33,učiteľka,Moldava nad Bodvou,ROSA,Henrieta Hančinová,1
24,ROSA,48,Juraj,Rojka,,35,sústružník,Jarok,ROSA,Juraj Rojka,1
24,ROSA,49,Silvia,Szalaiová,,29,dispečerka,Branč,ROSA,Silvia Szalaiová,1
24,ROSA,50,Jana,Pecková,,37,predavačka,Banská Bystrica,ROSA,Jana Pecková,1
24,ROSA,51,Marián,Číž,,43,automechanik,Sása,ROSA,Marián Číž,1
24,ROSA,52,Marek,Horváth,,27,prípr. vsádzky,Moldava nad Bodvou,ROSA,Marek Horváth,1
24,ROSA,53,Štefan,Garai,,55,brúsič kovov,Kolta,ROSA,Štefan Garai,1
24,ROSA,54,Vojtech,Hugyec,,41,zámočník,Čata,ROSA,Vojtech Hugyec,1
24,ROSA,55,Ingrita,Kováčová,,32,pokladníčka,Trebišov,ROSA,Ingrita Kováčová,1
24,ROSA,56,Július,Budinský,,53,nezamestnaný,Nová Baňa,ROSA,Július Budinský,1
24,ROSA,57,Dušan,Tabačiar,,42,automechanik,Bratislava,ROSA,Dušan Tabačiar,1
24,ROSA,58,Dušan,Szentkereszty,,47,podnikateľ,Krškany,ROSA,Dušan Szentkereszty,1
24,ROSA,59,Zoltán,Szabó,,28,valcovač kov.,Moldava nad Bodvou,ROSA,Zoltán Szabó,1
24,ROSA,60,František,Štefák,,23,stolár,Nitra,ROSA,František Štefák,1
24,ROSA,61,Zdenko,Černok,,45,strážnik,Banská Bystrica,ROSA,Zdenko Černok,1
24,ROSA,62,Milan,Béreš,,51,pekár,Košice,ROSA,Milan Béreš,1
24,ROSA,63,Marcela,Žigová,,32,sprievodkyňa,Košice,ROSA,Marcela Žigová,1
24,ROSA,64,Peter,Šebo,,34,vojak z pov.,Levice,ROSA,Peter Šebo,1
24,ROSA,65,Vojtech,Varga,,55,podnikateľ,Dubník,ROSA,Vojtech Varga,1
24,ROSA,66,Kristína,Čajková,,31,nezamestnaná,Moldava nad Bodvou,ROSA,Kristína Čajková,1
24,ROSA,67,Zdeněk,Purma,,24,čašník,Nitra,ROSA,Zdeněk Purma,1
24,ROSA,68,Norbert,Marcinek,,31,murár,Blatné,ROSA,Norbert Marcinek,1
24,ROSA,69,Robert,Beňa,,44,technik,Levice,ROSA,Robert Beňa,1
24,ROSA,70,Viera,Bérešová,,49,robotníčka,Košice,ROSA,Viera Bérešová,1
24,ROSA,71,Otto,Šterbenský,,64,dôchodca,Košice,ROSA,Otto Šterbenský,1
24,ROSA,72,Rudolf,Varga,,28,zámočník,Košice,ROSA,Rudolf Varga,1
24,ROSA,73,František,Záležák,,50,robotník,Štúrovo,ROSA,František Záležák,1
20,SDA,1,Peter,Weiss,PhDr. CSc.,50,vysokoškolský učiteľ,Bratislava,SDA,Peter Weiss,1
20,SDA,2,Milan,Ftáčnik,doc. RNDr. CSc.,45,vysokoškolský učiteľ,Bratislava,SDA,Milan Ftáčnik,1
20,SDA,3,Erika,Kvapilová,,42,vedecká pracovníčka,Bratislava,SDA,Erika Kvapilová,1
20,SDA,4,Zdenko,Trebuľa,JUDr.,47,primátor mesta,Košice,SDA,Zdenko Trebuľa,1
20,SDA,5,Jozef,Stank,,61,minister,Bratislava,BEZPP,Jozef Stank,1
20,SDA,6,Darina,Kapraľová,JUDr.,47,právnička - manažérka,Prešov,SDA,Darina Kapraľová,1
20,SDA,7,Ladislav,Orosz,doc. JUDr. CSc.,43,právnik,Košice,SDA,Ladislav Orosz,1
20,SDA,8,Ivan,Štefunko,,25,politológ,Spišská Teplica,BEZPP,Ivan Štefunko,1
20,SDA,9,Peter,Kresák,doc. JUDr. CSc.,48,vysokoškolský učiteľ,Bratislava,BEZPP,Peter Kresák,1
20,SDA,10,Janka,Gregorová,,41,ekonómka,Banská Bystrica,SDA,Janka Gregorová,1
20,SDA,11,Ľudomír,Šlahor,,55,manažér,Piešťany,SDA,Ľudomír Šlahor,1
20,SDA,12,František,Kardoš,Ing.,57,primátor mesta,Rožňava,SDA,František Kardoš,1
20,SDA,13,Margita,Adamčíková,JUDr.,44,právnička,Košice,SDA,Margita Adamčíková,1
20,SDA,14,Ján,Polák,Mgr.,51,zástupca prednostu OÚ,Čadca,SDA,Ján Polák,1
20,SDA,15,Jozef,Bakoš,,55,manažér,Nitra,SDA,Jozef Bakoš,1
20,SDA,16,Silvia,Porubänová,,40,sociologička,Bratislava,SDA,Silvia Porubänová,1
20,SDA,17,Vincent,Timko,JUDr.,52,starosta obce,Poproč,SDA,Vincent Timko,1
20,SDA,18,Ján,Kišš,,52,primátor,Stará Turá,SDA,Ján Kišš,1
20,SDA,19,Ján,Boroš,Ing.,42,elektrotechnický inžinier,Veľký Krtíš,SDA,Ján Boroš,1
20,SDA,20,Ján,Gallo,doc. Ing. CSc.,55,vysokoškolský pedagóg,Nitra,SDA,Ján Gallo,1
20,SDA,21,Jozef,Gajdoš,,48,manažér,Makov,SDA,Jozef Gajdoš,1
20,SDA,22,Nataša,Mocáková,Mgr.,39,vedúca oddelenia OÚ,Humenné,SDA,Nataša Mocáková,1
20,SDA,23,Dana,Benkovičová,PhDr.,50,mediálna analytička,Bratislava,SDA,Dana Benkovičová,1
20,SDA,24,Viliam,Kurinec,Ing.,33,manažér,Sládkovičovo,SDA,Viliam Kurinec,1
20,SDA,25,Michal,Kopka,MVDr. CSc.,47,manažér v obchodnej firme,Košice,SDA,Michal Kopka,1
20,SDA,26,Alena,Frtúsová,MUDr.,44,lekárka-hygienička,Levice,SDA,Alena Frtúsová,1
20,SDA,27,Oskar,Németh,,49,vojak vo výslužbe,Topoľčany,SDA,Oskar Németh,1
20,SDA,28,Roman,Hradecký,PhDr.,43,pracovník v kultúre,Banská Bystrica,BEZPP,Roman Hradecký,1
20,SDA,29,Oľga,Ščepková,Mgr.,53,učiteľka základnej školy,Nové Mesto nad Váhom,SDA,Oľga Ščepková,1
20,SDA,30,Mária,Kramárová,PhDr.,56,učiteľka,Ružomberok,SDA,Mária Kramárová,1
20,SDA,31,Dušan,Suchý,,58,učiteľ,Levoča,SDA,Dušan Suchý,1
20,SDA,32,Norbert,Šatan,,31,podnikateľ,Malacky,SDA,Norbert Šatan,1
20,SDA,33,Július,Rampaskó,RSDr.,50,živnostník,Dunajská Streda,SDA,Július Rampaskó,1
20,SDA,34,Pavol,Mutafov,PhDr.,47,starosta MČ Košice II,Košice,SDA,Pavol Mutafov,1
20,SDA,35,Alexander,Pastorek,,41,vedúci riadiaci pracovník,Imeľ,SDA,Alexander Pastorek,1
20,SDA,36,Ján,Štubňa,Ing.,49,drevársky inžinier,Zvolen,SDA,Ján Štubňa,1
20,SDA,37,Július,Pohanka,Ing.,38,podnikateľ,Považská Bystrica,SDA,Július Pohanka,1
20,SDA,38,Roman,Velkov,Mgr.,26,politológ,Liptovský Mikuláš,SDA,Roman Velkov,1
20,SDA,39,Peter,Zajac,Mgr.,45,učiteľ,Giraltovce,SDA,Peter Zajac,1
20,SDA,40,Zora,Maková,,46,manažérka,Bratislava,SDA,Zora Maková,1
20,SDA,41,Jaroslav,Císar,Ing.,42,manažér,Trnava,SDA,Jaroslav Císar,1
20,SDA,42,Kornélia,Ujlakyová,Ing.,38,predsedníčka poľnohospod. družstva,Oborín,SDA,Kornélia Ujlakyová,1
20,SDA,43,František,Mrázik,,42,súkromný podnikateľ,Žihárec,SDA,František Mrázik,1
20,SDA,44,Juraj,Kniebügl,Bc.,46,pedagogický zamestnanec,Hliník nad Hronom,SDA,Juraj Kniebügl,1
20,SDA,45,Peter,Valjent,,52,podnikateľ,Bánovce nad Bebravou,SDA,Peter Valjent,1
20,SDA,46,Marta,Krásna,,52,živnostníčka,Turčianske Teplice,SDA,Marta Krásna,1
20,SDA,47,Miroslava,Kovalčíková,Mgr.,28,historička umenia,Spišská Belá,SDA,Miroslava Kovalčíková,1
20,SDA,48,Peter,Wittgrúber,,28,novinár,Pezinok,BEZPP,Peter Wittgrúber,1
20,SDA,49,Mária,Vargová,,46,referentka,Tomášikovo,SDA,Mária Vargová,1
20,SDA,50,Peter,Čaji,MVDr.,44,veterinárny lekár,Streda nad Bodrogom,SDA,Peter Čaji,1
20,SDA,51,Igor,Bartovič,Ing.,42,pracovník štátnej správy,Šurany,SDA,Igor Bartovič,1
20,SDA,52,Emília,Blahútová,Mgr.,52,stredoškolská učiteľka,Lučenec,SDA,Emília Blahútová,1
20,SDA,53,Igor,Škultéty,,38,hotelový recepčný,Prievidza,SDA,Igor Škultéty,1
20,SDA,54,Ľubomír,Bláha,PaedDr.,51,primátor,Dolný Kubín,SDA,Ľubomír Bláha,1
20,SDA,55,Edita,Oláhová,PhDr.,43,novinárka,Stará Ľubovňa,SDA,Edita Oláhová,1
20,SDA,56,Ladislav,Lehocký,Ing.,49,podnikateľ - projektant,Bratislava,SDA,Ladislav Lehocký,1
20,SDA,57,Igor,Nicák,RNDr.,39,vedúci kancelárie prednostu,Piešťany,SDA,Igor Nicák,1
20,SDA,58,Štefan,Jutka,JUDr.,55,právnik - riaditeľ DaD,Košice,SDA,Štefan Jutka,1
20,SDA,59,Michal,Feik,,23,študent,Levice,BEZPP,Michal Feik,1
20,SDA,60,Daniela,Pršebicová,Ing.,45,technicko-ekonomická zástupkyňa,Revúca,SDA,Daniela Pršebicová,1
20,SDA,61,Ján,Krumpolec,,41,technik,Nová Dubnica,SDA,Ján Krumpolec,1
20,SDA,62,Mikuláš,Takáč,Ing.,55,inžinier - strojár,Martin,SDA,Mikuláš Takáč,1
20,SDA,63,Ľubomír,Marko,Ing.,52,súkromný podnikateľ,Poprad,SDA,Ľubomír Marko,1
20,SDA,64,Ján,Lipiansky,Ing.,55,ekonóm,Bratislava,SDA,Ján Lipiansky,1
20,SDA,65,Michal,Čopjan,Ing.,55,technik,Senica,SDA,Michal Čopjan,1
20,SDA,66,Július,Strcuľa,,29,robotník,Spišská Nová Ves,SDA,Július Strcuľa,1
20,SDA,67,Ján,Kovalčík,PhDr.,46,stredoškolský profesor,Beladice,SDA,Ján Kovalčík,1
20,SDA,68,Viktória,Chanová,Mgr.,50,súkromná lekárnička,Hronský Beňadik,SDA,Viktória Chanová,1
20,SDA,69,Jaroslava,Botošová,,49,stredoškolská profesorka,Púchov,SDA,Jaroslava Botošová,1
20,SDA,70,Radoslav,Chovančík,,23,recepčný,Liptovský Mikuláš,SDA,Radoslav Chovančík,1
20,SDA,71,Ján,Pencák,Ing.,55,stredoškolský učiteľ,Humenné,SDA,Ján Pencák,1
20,SDA,72,Martin,Čierny,,22,študent,Bratislava,SDA,Martin Čierny,1
20,SDA,73,Marta,Rajčányová,Ing. CSc.,55,živnostníčka,Trnava,SDA,Marta Rajčányová,1
20,SDA,74,Jana,Frankovičová,Mgr.,37,učiteľka,Poproč,SDA,Jana Frankovičová,1
20,SDA,75,Anna,Gontková,,42,ekonómka,Nitra,SDA,Anna Gontková,1
20,SDA,76,Ernest,Mésároš,Ing.,52,daňový poradca,Sliač,SDA,Ernest Mésároš,1
20,SDA,77,Jelena,Kožáriková,Ing.,42,vedúca hospodárska pracovníčka,Partizánske,SDA,Jelena Kožáriková,1
20,SDA,78,Ľudmila,Vozárová,Mgr.,55,vedúca oddelenia,Ružomberok,SDA,Ľudmila Vozárová,1
20,SDA,79,Ivan,Dunčko,Ing.,38,vedúci oddelenia MsÚ,Levoča,SDA,Ivan Dunčko,1
20,SDA,80,Dušan,Prokop,Ing.,57,podnikateľ,Malacky,SDA,Dušan Prokop,1
20,SDA,81,Ladislav,Borovszký,,29,manažér,Veľké Úľany,SDA,Ladislav Borovszký,1
20,SDA,82,Jaroslav,Mezencev,Ing.,36,stavebný inžinier,Košice,SDA,Jaroslav Mezencev,1
20,SDA,83,Igor,Gális,Ing.,42,pracovník verejnej správy,Krušovce,SDA,Igor Gális,1
20,SDA,84,Kornélia,Čunderlíková,Mgr.,42,stredoškolská učiteľka,Žiar nad Hronom,SDA,Kornélia Čunderlíková,1
20,SDA,85,Daniela,Lokšíková,,46,administratívna pracovníčka,Ilava,SDA,Daniela Lokšíková,1
20,SDA,86,Viera,Maslíková,Ing.,32,stavebná inžinierka,Čadca,SDA,Viera Maslíková,1
20,SDA,87,Andrej,Dudáš,Mgr.,52,riaditeľ Centra voľného času,Svidník,SDA,Andrej Dudáš,1
20,SDA,88,Jozef,Bátory,,50,odborný referent,Malacky,SDA,Jozef Bátory,1
20,SDA,89,Jozef,Havlík,,56,dôchodca,Piešťany,SDA,Jozef Havlík,1
20,SDA,90,Zuzana,Onderková,,46,zamestnankyňa verejnej správy,Košice,SDA,Zuzana Onderková,1
20,SDA,91,Milan,Sebenský,Ing.,40,ekonóm,Komárno,SDA,Milan Sebenský,1
20,SDA,92,Pavel,Pelikán,MUDr.,39,lekár,Revúca,SDA,Pavel Pelikán,1
20,SDA,93,Ján,Minár,Mgr.,48,novinár,Martin,SDA,Ján Minár,1
20,SDA,94,Bohdan,Görög,,40,samostatný referent predaja,Stará Turá,SDA,Bohdan Görög,1
20,SDA,95,Jozef,Kovalčík,Ing.,54,ekonóm,Spišská Belá,SDA,Jozef Kovalčík,1
20,SDA,96,Daniel,Šmihula,MUDr. Mgr.,30,právnik,Bratislava,SDA,Daniel Šmihula,1
20,SDA,97,Milan,Mišík,,54,živnostník,Vrádište,SDA,Milan Mišík,1
20,SDA,98,František,Andrejko,,43,projektant,Michalovce,SDA,František Andrejko,1
20,SDA,99,Ladislav,Košičár,,46,chemik,Šaľa,SDA,Ladislav Košičár,1
20,SDA,100,Branislav,Vilmon,Ing.,32,programátor - analytik,Banská Bystrica,SDA,Branislav Vilmon,1
20,SDA,101,Janka,Trúsiková,,48,nezamestnaná,Stará Turá,SDA,Janka Trúsiková,1
20,SDA,102,Anna,Badušková,Mgr.,59,učiteľka - dôchodkyňa,Žilina,SDA,Anna Badušková,1
20,SDA,103,Jozef,Marťák,Mgr.,43,učiteľ,Stará Ľubovňa,SDA,Jozef Marťák,1
20,SDA,104,Mária,Voleková,Mgr.,48,pedagogička,Bratislava,SDA,Mária Voleková,1
20,SDA,105,Milan,Pástvy,Ing.,49,živnostník,Hlohovec,SDA,Milan Pástvy,1
20,SDA,106,Pavol,Duňák,MVDr.,43,štátny zamestnanec,Košice,SDA,Pavol Duňák,1
20,SDA,107,Anna,Vaňová,,33,vedúca riadiaca pracovníčka,Topoľčany,SDA,Anna Vaňová,1
20,SDA,108,Ines,Kentošová,Mgr.,39,pracovníčka v banke,Zvolen,SDA,Ines Kentošová,1
20,SDA,109,Juraj,Kazda,PhDr.,55,stredoškolský profesor,Nové Mesto nad Váhom,BEZPP,Juraj Kazda,1
20,SDA,110,Pavel,Kubiš,,53,technik,Turzovka,SDA,Pavel Kubiš,1
20,SDA,111,Katarína,Konečná,,44,odborná účtovníčka,Vysoké Tatry,SDA,Katarína Konečná,1
20,SDA,112,Bronislav,Weigl,Ing.,46,vedúci pracovník,Bratislava,SDA,Bronislav Weigl,1
20,SDA,113,Štefánia,Kulhanová,,41,ekonómka,Košice,SDA,Štefánia Kulhanová,1
20,SDA,114,Zita,Krištofová,,41,pracovníčka ŠS,Levice,SDA,Zita Krištofová,1
20,SDA,115,Milan,Brdársky,Ing.,49,hutnícky inžinier,Revúca,SDA,Milan Brdársky,1
20,SDA,116,Vladislav,Michalovič,,28,študent,Prievidza,SDA,Vladislav Michalovič,1
20,SDA,117,Ján,Peteja,Ing.,55,smenový dispečer,Žilina,SDA,Ján Peteja,1
20,SDA,118,Agnesa,Grecová,Mgr.,51,učiteľka,Humenné,SDA,Agnesa Grecová,1
20,SDA,119,Angel,Nikolov,,31,manažér,Bratislava,SDA,Angel Nikolov,1
20,SDA,120,Dušan,Sarka,Ing.,50,stavebný technik,Košice,SDA,Dušan Sarka,1
20,SDA,121,Marian,Ment,,22,študent,Nitra,SDA,Marian Ment,1
20,SDA,122,Dalibor,Surkoš,Ing.,42,primátor banský inžinier,Veľký Krtíš,SDA,Dalibor Surkoš,1
20,SDA,123,Jaroslav,Belianský,,44,nezamestnaný,Partizánske,SDA,Jaroslav Belianský,1
20,SDA,124,Tatiana,Slotová,,42,učiteľka materskej školy,Ružomberok,SDA,Tatiana Slotová,1
20,SDA,125,Ján,Maturkanič,Ing.,37,poľnohospodársky inžinier,Humenné,SDA,Ján Maturkanič,1
20,SDA,126,Ján,Borsuk,Ing.,57,informatik - analytik,Bratislava,SDA,Ján Borsuk,1
20,SDA,127,Miloš,Šubák,Ing.,39,manažér,Michalovce,SDA,Miloš Šubák,1
20,SDA,128,Andrej,Buch,Ing.,27,odborový pracovník chémie,Nitra,SDA,Andrej Buch,1
20,SDA,129,Ivan,Hrčka,Ing.,51,stavebný inžinier,Zvolen,SDA,Ivan Hrčka,1
20,SDA,130,Radoslav,Nekoranec,Bc.,30,vychovávateľ,Skalité,SDA,Radoslav Nekoranec,1
20,SDA,131,Slavomír,Varga,,27,zdravotník,Veľopolie,SDA,Slavomír Varga,1
20,SDA,132,Jozef,Barborík,Ing.,57,ekonóm,Bratislava,SDA,Jozef Barborík,1
20,SDA,133,Iveta,Cimboláková,,39,laborantka - špecialistka,Košice,SDA,Iveta Cimboláková,1
20,SDA,134,Marta,Eckhardtová,Ing.,46,ekonómka,Zlaté Moravce,SDA,Marta Eckhardtová,1
20,SDA,135,Andrea,Kniebüglová,Bc.,22,študentka,Hliník nad Hronom,SDA,Andrea Kniebüglová,1
20,SDA,136,Lenka,Litváková,,23,študentka,Ivanka pri Dunaji,SDA,Lenka Litváková,1
20,SDA,137,Marta,Sčureková,Ing.,41,daňová poradkyňa,Prešov,SDA,Marta Sčureková,1
20,SDA,138,Emília,Krajňáková,doc. CSc.,47,vysokoškolská pedagogička,Košice,SDA,Emília Krajňáková,1
20,SDA,139,Ján,Kalapoš,Ing.,41,chemický inžinier,Sobrance,SDA,Ján Kalapoš,1
20,SDA,140,Daniela,Bognárová,,50,ekonómka,Levice,SDA,Daniela Bognárová,1
20,SDA,141,Jaroslav,Kaščák,,38,súkromný podnikateľ,Stropkov,SDA,Jaroslav Kaščák,1
20,SDA,142,Magdaléna,Kanócová,Mgr.,56,učiteľka,Novosad,SDA,Magdaléna Kanócová,1
20,SDA,143,Michal,Vojník,Mgr.,53,riaditeľ školského zariadenia,Michalovce,SDA,Michal Vojník,1
20,SDA,144,Pavel,Dirbák,,54,súkromný podnikateľ,Lučenec,SDA,Pavel Dirbák,1
20,SDA,145,Miriam,Pavlíková,,23,študentka,Poprad,BEZPP,Miriam Pavlíková,1
20,SDA,146,Rastislav,Dudáš,,25,živnostník,Košice,BEZPP,Rastislav Dudáš,1
20,SDA,147,Juraj,Rozkoš,Ing.,53,ekonóm,Košice,SDA,Juraj Rozkoš,1
20,SDA,148,Ján,Tegi,,56,vedúci technických služieb,Strážske,SDA,Ján Tegi,1
20,SDA,149,Vojtech,Lauko,PaedDr.,47,stredoškolský učiteľ,Lučenec,SDA,Vojtech Lauko,1
20,SDA,150,Ján,Štofan,,44,vodič MHD,Prešov,SDA,Ján Štofan,1
2,SDKÚ,1,Mikuláš,Dzurinda,Ing. CSc.,47,dopravný inžinier,Bratislava,SDKÚ,Mikuláš Dzurinda,0
2,SDKÚ,2,Eduard,Kukan,JUDr.,62,diplomat,Bratislava,SDKÚ,Eduard Kukan,0
2,SDKÚ,3,Ivan,Mikloš,Ing.,42,ekonóm,Bratislava,SDKÚ,Ivan Mikloš,0
2,SDKÚ,4,Ivan,Šimko,JUDr. Ing.,47,právnik,Bratislava,SDKÚ,Ivan Šimko,0
2,SDKÚ,5,Zuzana,Martináková,,41,novinárka,Bratislava,SDKÚ,Zuzana Martináková,0
2,SDKÚ,6,Jozef,Mikuš,Ing.,42,technik,Zvolen,SDKÚ,Jozef Mikuš,0
2,SDKÚ,7,Milan,Gaľa,MUDr.,49,stomatológ,Lipany,SDKÚ,Milan Gaľa,0
2,SDKÚ,8,Milan,Hort,Ing.,49,ekonóm,Nová Dubnica,SDKÚ,Milan Hort,0
2,SDKÚ,9,Roman,Vavrík,Ing.,43,strojný inžinier,Bratislava,SDKÚ,Roman Vavrík,0
2,SDKÚ,10,Ferdinand,Devínsky,Dr. h. c. prof. Ing. DrSc.,54,vysokoškolský učiteľ,Bratislava,BEZPP,Ferdinand Devínsky,0
2,SDKÚ,11,Tomáš,Galbavý,,44,podnikateľ,Nitra,SDKÚ,Tomáš Galbavý,0
2,SDKÚ,12,Peter,Miššík,JUDr.,44,právnik,Nitra,SDKÚ,Peter Miššík,0
2,SDKÚ,13,Juraj,Liška,Ing.,37,strojný inžinier,Trenčín,SDKÚ,Juraj Liška,0
2,SDKÚ,14,Pavol,Prokopovič,Ing.,47,ekonóm,Stropkov,SDKÚ,Pavol Prokopovič,0
2,SDKÚ,15,Peter,Bódy,Mgr.,47,manager,Bratislava,BEZPP,Peter Bódy,0
2,SDKÚ,16,Ján,Rusnák,Ing.,46,ekonóm,Michalovce,SDKÚ,Ján Rusnák,0
2,SDKÚ,17,Karol,Mitrík,Ing.,55,poľnohosp. inžinier,Spišská Nová Ves,SDKÚ,Karol Mitrík,0
2,SDKÚ,18,Pavol,Kubovič,Ing.,42,stavebný inžinier,Bratislava,SDKÚ,Pavol Kubovič,0
2,SDKÚ,19,Zuzana,Plháková,Mgr.,26,právnička,Nové Zámky,SDKÚ,Zuzana Plháková,0
2,SDKÚ,20,Ľubica,Navrátilová,Prom. mat.,56,informatik,Bratislava,SDKÚ,Ľubica Navrátilová,0
2,SDKÚ,21,Zoltán,Horváth,,33,štátny zamestnanec,Galanta,SDKÚ,Zoltán Horváth,0
2,SDKÚ,22,Libuša,Martinčeková,,41,hlavný manager,Sučany,SDKÚ,Libuša Martinčeková,0
2,SDKÚ,23,Jarmila,Tkáčová,Ing.,41,fytolekár,Košice,SDKÚ,Jarmila Tkáčová,0
2,SDKÚ,24,Alexej,Ivanko,JUDr.,53,právnik,Michalovce,SDKÚ,Alexej Ivanko,0
2,SDKÚ,25,Stanislav,Janiš,Ing.,43,stavebný inžinier,Martin,SDKÚ,Stanislav Janiš,0
2,SDKÚ,26,Stanislav,Škoda,Mgr.,60,odborný učiteľ,Partizánske,SDKÚ,Stanislav Škoda,0
2,SDKÚ,27,Tibor,Tóth,Ing.,44,elektroinžinier,Vráble,SDKÚ,Tibor Tóth,0
2,SDKÚ,28,Eva,Rusnáková,,44,pedagóg,Lučenec,SDKÚ,Eva Rusnáková,0
2,SDKÚ,29,Peter,Ošváth,Ing.,49,letecký inžinier,Piešťany,SDKÚ,Peter Ošváth,0
2,SDKÚ,30,Jozef,Hurban,Ing.,46,finančný riaditeľ,Poprad,SDKÚ,Jozef Hurban,0
2,SDKÚ,31,Petra,Masácová,Mgr.,28,tlmočníčka prekladateľka,Bratislava,SDKÚ,Petra Masácová,0
2,SDKÚ,32,Miroslav,Matúška,,36,súkromný podnikateľ,Dolná Strehová,SDKÚ,Miroslav Matúška,0
2,SDKÚ,33,Vladimír,Horák,Ing.,46,strojný inžinier,Holíč,SDKÚ,Vladimír Horák,0
2,SDKÚ,34,Viliam,Novotný,MUDr.,29,lekár,Košice,SDKÚ,Viliam Novotný,0
2,SDKÚ,35,Rudolf,Kulman,Ing.,43,štátny zamestnanec,Turany,SDKÚ,Rudolf Kulman,0
2,SDKÚ,36,Ján,Odzgan,Ing.,59,ekonóm,Bratislava,SDKÚ,Ján Odzgan,0
2,SDKÚ,37,Eva,Hlaváčová,JUDr.,53,advokátka,Nitra,SDKÚ,Eva Hlaváčová,0
2,SDKÚ,38,Štefan,Škultéty,PhDr.,27,manažér,Trenčianske Teplice,SDKÚ,Štefan Škultéty,0
2,SDKÚ,39,Ján,Pataky,JUDr.,47,komerčný právnik,Hertník,SDKÚ,Ján Pataky,0
2,SDKÚ,40,Michal,Harvánek,Ing.,28,ekonóm,Púchov,SDKÚ,Michal Harvánek,0
2,SDKÚ,41,Peter,Prokopovič,MUDr.,47,lekár,Bardejov,SDKÚ,Peter Prokopovič,0
2,SDKÚ,42,Terézia,Lengyelová,,52,zdravotná sestra,Košice,SDKÚ,Terézia Lengyelová,0
2,SDKÚ,43,Ľudovít,Daučo,Ing.,53,stavebný inžinier,Trnava,SDKÚ,Ľudovít Daučo,0
2,SDKÚ,44,Peter,Jerge,Ing.,54,informatik,Prešov,SDKÚ,Peter Jerge,0
2,SDKÚ,45,Karol,Schlifka,Ing.,49,ekonóm,Košice,SDKÚ,Karol Schlifka,0
2,SDKÚ,46,Ľuboš,Pastor,Ing.,32,fytotechnik,Košice,SDKÚ,Ľuboš Pastor,0
2,SDKÚ,47,Martin,Kuruc,Ing.,28,stavebný inžinier,Bratislava,SDKÚ,Martin Kuruc,0
2,SDKÚ,48,Martin,Baník,Ing.,47,štátny zamestnanec,Banská Bystrica,SDKÚ,Martin Baník,0
2,SDKÚ,49,Ferdinand,Vítek,Mgr.,42,pedagóg,Nitra,SDKÚ,Ferdinand Vítek,0
2,SDKÚ,50,Gabriela,Markovičová,PhDr.,43,psychologička,Prešov,SDKÚ,Gabriela Markovičová,0
2,SDKÚ,51,Zita,Pleštinská,Ing. arch.,41,architekt,Chmeľnica,SDKÚ,Zita Pleštinská,0
2,SDKÚ,52,Karol,Géč,MUDr.,36,lekár,Halič,SDKÚ,Karol Géč,0
