X.U.FEFF.again,party1,party2,order1,order2,change,minor,loyal,improveParty,improveParty2,improvePosition,origPartyDissolved,year1,minorMajor,minorMinor,majorMajor,majorMinor
Alžbeta Staníková,SLNKO,ĽS-HZDS,145,42,-103,1,0,1,1,1,1,2006,0,1,0,0
Marian Kotleba,SĽS,ĽSNS,2,1,-1,1,0,1,1,1,1,2006,0,1,0,0
Ján Kopúnek,SĽS,ĽSNS,4,6,2,1,0,1,1,0,1,2006,0,1,0,0
Ivan Sýkora,SĽS,ĽSNS,6,16,10,1,0,1,1,0,1,2006,0,1,0,0
Michal Laššák,SĽS,ĽSNS,8,14,6,1,0,1,1,0,1,2006,0,1,0,0
Rastislav Schlosár,SĽS,ĽSNS,20,5,-15,1,0,1,1,1,1,2006,0,1,0,0
Tomáš Bečky,SĽS,ĽSNS,38,23,-15,1,0,1,1,1,1,2006,0,1,0,0
Marcel Urban,SĽS,ĽSNS,40,2,-38,1,0,1,1,1,1,2006,0,1,0,0
Robert Fico,SMER,SMER,1,1,0,0,1,1,0,1,0,2006,0,0,1,0
Robert Kaliňák,SMER,SMER,2,3,1,0,1,1,0,0,0,2006,0,0,1,0
Pavol Paška,SMER,SMER,3,2,-1,0,1,1,0,1,0,2006,0,0,1,0
Dušan Čaplovič,SMER,SMER,4,5,1,0,1,1,0,0,0,2006,0,0,1,0
Ľubomír Vážny,SMER,SMER,6,12,6,0,1,1,0,0,0,2006,0,0,1,0
Marek Maďarič,SMER,SMER,7,4,-3,0,1,1,0,1,0,2006,0,0,1,0
Martin Glváč,SMER,SMER,8,23,15,0,1,1,0,0,0,2006,0,0,1,0
Renáta Zmajkovičová,SMER,SMER,9,18,9,0,1,1,0,0,0,2006,0,0,1,0
Jana Laššáková,SMER,SMER,10,17,7,0,1,1,0,0,0,2006,0,0,1,0
Stanislav Kubánek,SMER,SMER,12,19,7,0,1,1,0,0,0,2006,0,0,1,0
Peter Žiga,SMER,SMER,13,16,3,0,1,1,0,0,0,2006,0,0,1,0
Igor Federič,SMER,SMER,14,6,-8,0,1,1,0,1,0,2006,0,0,1,0
Pavol Pavlis,SMER,SMER,15,27,12,0,1,1,0,0,0,2006,0,0,1,0
Tibor Glenda,SMER,SMER,16,21,5,0,1,1,0,0,0,2006,0,0,1,0
Ján Podmanický,SMER,SMER,17,24,7,0,1,1,0,0,0,2006,0,0,1,0
Jozef Burian,SMER,SMER,20,26,6,0,1,1,0,0,0,2006,0,0,1,0
Darina Gabániová,SMER,SMER,21,50,29,0,1,1,0,0,0,2006,0,0,1,0
Maroš Kondrót,SMER,SMER,22,30,8,0,1,1,0,0,0,2006,0,0,1,0
Dušan Muňko,SMER,SMER,23,29,6,0,1,1,0,0,0,2006,0,0,1,0
Jaroslav Baška,SMER,SMER,24,11,-13,0,1,1,0,1,0,2006,0,0,1,0
Jozef Buček,SMER,SMER,25,32,7,0,1,1,0,0,0,2006,0,0,1,0
Miroslav Číž,SMER,SMER,26,13,-13,0,1,1,0,1,0,2006,0,0,1,0
Peter Pelegrini,SMER,SMER,27,34,7,0,1,1,0,0,0,2006,0,0,1,0
Dušan Jarjabek,SMER,SMER,28,37,9,0,1,1,0,0,0,2006,0,0,1,0
Róbert Madej,SMER,SMER,29,61,32,0,1,1,0,0,0,2006,0,0,1,0
Dušan Galis,SMER,SMER,30,31,1,0,1,1,0,0,0,2006,0,0,1,0
Vladimír Faič,SMER,SMER,31,15,-16,0,1,1,0,1,0,2006,0,0,1,0
Ján Počiatek,SMER,SMER,32,7,-25,0,1,1,0,1,0,2006,0,0,1,0
Marián Záhumenský,SMER,SMER,33,62,29,0,1,1,0,0,0,2006,0,0,1,0
Ján Richter,SMER,SMER,34,14,-20,0,1,1,0,1,0,2006,0,0,1,0
Peter Kažimír,SMER,SMER,35,25,-10,0,1,1,0,1,0,2006,0,0,1,0
Oľga Nachtmannová,SMER,SMER,37,63,26,0,1,1,0,0,0,2006,0,0,1,0
Viera Tomanová,SMER,SMER,38,10,-28,0,1,1,0,1,0,2006,0,0,1,0
Ľuboš Martinák,SMER,SMER,39,46,7,0,1,1,0,0,0,2006,0,0,1,0
Ľubomír Petrák,SMER,SMER,40,44,4,0,1,1,0,0,0,2006,0,0,1,0
Milan Mojš,SMER,SMER,41,71,30,0,1,1,0,0,0,2006,0,0,1,0
Ján Čech,SMER,SMER,42,97,55,0,1,1,0,0,0,2006,0,0,1,0
Vladimír Matejička,SMER,SMER,43,43,0,0,1,1,0,1,0,2006,0,0,1,0
Mojmír Mamojka,SMER,SMER,45,33,-12,0,1,1,0,1,0,2006,0,0,1,0
Ján Zvonár,SMER,SMER,46,68,22,0,1,1,0,0,0,2006,0,0,1,0
Jozef Valocký,SMER,SMER,47,35,-12,0,1,1,0,1,0,2006,0,0,1,0
Vladimír Jánoš,SMER,SMER,48,40,-8,0,1,1,0,1,0,2006,0,0,1,0
Ján Senko,SMER,SMER,49,54,5,0,1,1,0,0,0,2006,0,0,1,0
Ján Kvorka,SMER,SMER,50,67,17,0,1,1,0,0,0,2006,0,0,1,0
Ľubica Rošková,SMER,SMER,52,51,-1,0,1,1,0,1,0,2006,0,0,1,0
Magda Košútová,SMER,SMER,53,22,-31,0,1,1,0,1,0,2006,0,0,1,0
Viliam Jasaň,SMER,SMER,54,56,2,0,1,1,0,0,0,2006,0,0,1,0
Tibor Lebocký,SMER,SMER,56,73,17,0,1,1,0,0,0,2006,0,0,1,0
Branislav Bačík,SMER,SMER,57,65,8,0,1,1,0,0,0,2006,0,0,1,0
Mikuláš Krajkovič,SMER,SMER,58,47,-11,0,1,1,0,1,0,2006,0,0,1,0
Emília Müllerová,SMER,SMER,59,69,10,0,1,1,0,0,0,2006,0,0,1,0
Marián Kovačócy,SMER,SMER,60,58,-2,0,1,1,0,1,0,2006,0,0,1,0
Jana Vaľová,SMER,SMER,61,57,-4,0,1,1,0,1,0,2006,0,0,1,0
Viera Mazúrová,SMER,SMER,63,85,22,0,1,1,0,0,0,2006,0,0,1,0
Ján Babič,SMER,SMER,64,72,8,0,1,1,0,0,0,2006,0,0,1,0
Anton Bobrík,SMER,SMER,65,89,24,0,1,1,0,0,0,2006,0,0,1,0
Lea Grečková,SMER,SMER,66,64,-2,0,1,1,0,1,0,2006,0,0,1,0
Anna Vitteková,SMER,SMER,67,60,-7,0,1,1,0,1,0,2006,0,0,1,0
Pavol Goga,SMER,SMER,68,41,-27,0,1,1,0,1,0,2006,0,0,1,0
Jaroslav Demian,SMER,SMER,70,76,6,0,1,1,0,0,0,2006,0,0,1,0
Ivan Boháč,SMER,SMER,72,105,33,0,1,1,0,0,0,2006,0,0,1,0
Milan Halúz,SMER,SMER,73,144,71,0,1,1,0,0,0,2006,0,0,1,0
Vladimír Kocourek,SMER,SMER,81,112,31,0,1,1,0,0,0,2006,0,0,1,0
Ján Račák,SMER,SMER,90,79,-11,0,1,1,0,1,0,2006,0,0,1,0
Mária Beňová,SMER,SMER,95,96,1,0,1,1,0,0,0,2006,0,0,1,0
Jozef Hollan,SMER,SMER,97,127,30,0,1,1,0,0,0,2006,0,0,1,0
Marián Zimmermann,SMER,SMER,101,116,15,0,1,1,0,0,0,2006,0,0,1,0
Dušan Bublavý,SMER,SMER,106,48,-58,0,1,1,0,1,0,2006,0,0,1,0
Juraj Horkay,SMER,SMER,115,110,-5,0,1,1,0,1,0,2006,0,0,1,0
Boleslav Lešo,SMER,SMER,116,123,7,0,1,1,0,0,0,2006,0,0,1,0
Roman Masár,SMER,SMER,119,137,18,0,1,1,0,0,0,2006,0,0,1,0
Jozef Andrejčák,SMER,SMER,120,135,15,0,1,1,0,0,0,2006,0,0,1,0
Milan Ovseník,SMER,SMER,123,128,5,0,1,1,0,0,0,2006,0,0,1,0
Ján Sabadoš,SMER,SMER,127,102,-25,0,1,1,0,1,0,2006,0,0,1,0
Ondrej Kollár,SMER,SMER,130,122,-8,0,1,1,0,1,0,2006,0,0,1,0
Peter Gaži,SMER,SMER,140,106,-34,0,1,1,0,1,0,2006,0,0,1,0
Andrej Kolesík,SMER,SMER,141,53,-88,0,1,1,0,1,0,2006,0,0,1,0
Anton Martvoň,SMER,SMER,150,150,0,0,1,1,0,1,0,2006,0,0,1,0
Ivan Varga,SMER,SMER,19,55,36,0,1,1,0,0,0,2006,0,0,1,0
Béla Bugár,SMK-MKP,MOST-HÍD,1,1,0,0,0,0,1,1,0,2006,0,0,1,0
Pál Csáky,SMK-MKP,SMK-MKP,2,1,-1,0,1,0,0,1,0,2006,0,0,0,1
Gyula Bárdos,SMK-MKP,SMK-MKP,3,2,-1,0,1,0,0,1,0,2006,0,0,0,1
Miklós Duray,SMK-MKP,SMK-MKP,4,6,2,0,1,0,0,0,0,2006,0,0,0,1
László Szigeti,SMK-MKP,SMK-MKP,5,5,0,0,1,0,0,1,0,2006,0,0,0,1
Iván Farkas,SMK-MKP,SMK-MKP,6,4,-2,0,1,0,0,1,0,2006,0,0,0,1
László Köteles,SMK-MKP,SMK-MKP,8,13,5,0,1,0,0,0,0,2006,0,0,0,1
Klára Sárközy,SMK-MKP,SMK-MKP,9,8,-1,0,1,0,0,1,0,2006,0,0,0,1
Zsolt Simon,SMK-MKP,MOST-HÍD,10,2,-8,0,0,0,1,1,0,2006,0,0,1,0
József Berényi,SMK-MKP,SMK-MKP,12,3,-9,0,1,0,0,1,0,2006,0,0,0,1
László Miklós,SMK-MKP,SMK-MKP,13,12,-1,0,1,0,0,1,0,2006,0,0,0,1
Gábor Gál,SMK-MKP,MOST-HÍD,14,5,-9,0,0,0,1,1,0,2006,0,0,1,0
Ágnes Biró,SMK-MKP,SMK-MKP,15,7,-8,0,1,0,0,1,0,2006,0,0,0,1
István Pásztor,SMK-MKP,SMK-MKP,16,10,-6,0,1,0,0,1,0,2006,0,0,0,1
Anna Szögedi,SMK-MKP,SMK-MKP,17,11,-6,0,1,0,0,1,0,2006,0,0,0,1
Tibor Bastrnák,SMK-MKP,MOST-HÍD,18,4,-14,0,0,0,1,1,0,2006,0,0,1,0
Elemér Jakab,SMK-MKP,MOST-HÍD,21,9,-12,0,0,0,1,1,0,2006,0,0,1,0
Pál Zachar,SMK-MKP,SMK-MKP,25,77,52,0,1,0,0,0,0,2006,0,0,0,1
István Pomichal,SMK-MKP,SMK-MKP,26,37,11,0,1,0,0,0,0,2006,0,0,0,1
Károly Peczár,SMK-MKP,SMK-MKP,28,15,-13,0,1,0,0,1,0,2006,0,0,0,1
Zoltán Marczell,SMK-MKP,MOST-HÍD,29,74,45,0,0,0,1,0,0,2006,0,0,1,0
Lajos Ladányi,SMK-MKP,SMK-MKP,30,20,-10,0,1,0,0,1,0,2006,0,0,0,1
Péter Csúsz,SMK-MKP,SMK-MKP,32,9,-23,0,1,0,0,1,0,2006,0,0,0,1
Lajos Csóka,SMK-MKP,MOST-HÍD,33,19,-14,0,0,0,1,1,0,2006,0,0,1,0
Jozef Filipko,SMK-MKP,SMK-MKP,35,30,-5,0,1,0,0,1,0,2006,0,0,0,1
Imre Andruskó,SMK-MKP,SMK-MKP,37,35,-2,0,1,0,0,1,0,2006,0,0,0,1
László Iván,SMK-MKP,SMK-MKP,38,49,11,0,1,0,0,0,0,2006,0,0,0,1
Éva Hortai,SMK-MKP,MOST-HÍD,44,27,-17,0,0,0,1,1,0,2006,0,0,1,0
Attila Bodor,SMK-MKP,SMK-MKP,46,114,68,0,1,0,0,0,0,2006,0,0,0,1
János Bób,SMK-MKP,SMK-MKP,47,38,-9,0,1,0,0,1,0,2006,0,0,0,1
László Bacsó,SMK-MKP,SMK-MKP,49,63,14,0,1,0,0,0,0,2006,0,0,0,1
József Bölcs,SMK-MKP,SMK-MKP,50,80,30,0,1,0,0,0,0,2006,0,0,0,1
Zsolt Király,SMK-MKP,SMK-MKP,51,29,-22,0,1,0,0,1,0,2006,0,0,0,1
Zsolt Baranyay,SMK-MKP,SMK-MKP,53,39,-14,0,1,0,0,1,0,2006,0,0,0,1
László Fekete,SMK-MKP,SMK-MKP,55,66,11,0,1,0,0,0,0,2006,0,0,0,1
Olga Szabó,SMK-MKP,SMK-MKP,58,41,-17,0,1,0,0,1,0,2006,0,0,0,1
Pál Keszegh,SMK-MKP,SMK-MKP,60,67,7,0,1,0,0,0,0,2006,0,0,0,1
Márta Stubendek,SMK-MKP,SMK-MKP,62,26,-36,0,1,0,0,1,0,2006,0,0,0,1
János Sárközi,SMK-MKP,SMK-MKP,63,95,32,0,1,0,0,0,0,2006,0,0,0,1
Béla Zsille,SMK-MKP,MOST-HÍD,64,38,-26,0,0,0,1,1,0,2006,0,0,1,0
Zoltán Fekete,SMK-MKP,MOST-HÍD,66,17,-49,0,0,0,1,1,0,2006,0,0,1,0
Alexander Szaniszló,SMK-MKP,SMK-MKP,67,52,-15,0,1,0,0,1,0,2006,0,0,0,1
Zoltán Bugár,SMK-MKP,SMK-MKP,68,125,57,0,1,0,0,0,0,2006,0,0,0,1
Klára Tóth,SMK-MKP,SMK-MKP,69,109,40,0,1,0,0,0,0,2006,0,0,0,1
Rozália Szalay,SMK-MKP,SMK-MKP,72,65,-7,0,1,0,0,1,0,2006,0,0,0,1
Gábor Hulkó,SMK-MKP,SMK-MKP,78,94,16,0,1,0,0,0,0,2006,0,0,0,1
Zoltán Bán,SMK-MKP,SMK-MKP,81,150,69,0,1,0,0,0,0,2006,0,0,0,1
Dénes Miklós,SMK-MKP,SMK-MKP,82,84,2,0,1,0,0,0,0,2006,0,0,0,1
József Kürti,SMK-MKP,SMK-MKP,85,139,54,0,1,0,0,0,0,2006,0,0,0,1
František Juhos,SMK-MKP,MOST-HÍD,86,16,-70,0,0,0,1,1,0,2006,0,0,1,0
Béla Mészáros,SMK-MKP,SMK-MKP,87,118,31,0,1,0,0,0,0,2006,0,0,0,1
Péter Balázs,SMK-MKP,SMK-MKP,91,91,0,0,1,0,0,1,0,2006,0,0,0,1
Norbert Becse,SMK-MKP,SMK-MKP,92,142,50,0,1,0,0,0,0,2006,0,0,0,1
Péter Nagy,SMK-MKP,SMK-MKP,95,34,-61,0,1,0,0,1,0,2006,0,0,0,1
Magdaléna Zsiga,SMK-MKP,MOST-HÍD,97,39,-58,0,0,0,1,1,0,2006,0,0,1,0
Ladislav Kottlík,SMK-MKP,SMK-MKP,101,140,39,0,1,0,0,0,0,2006,0,0,0,1
Endre Mészáros,SMK-MKP,SMK-MKP,108,113,5,0,1,0,0,0,0,2006,0,0,0,1
Jozef Hunyák,SMK-MKP,MOST-HÍD,109,15,-94,0,0,0,1,1,0,2006,0,0,1,0
Ladislav Mészáros,SMK-MKP,SMK-MKP,110,122,12,0,1,0,0,0,0,2006,0,0,0,1
Béla Szabó,SMK-MKP,SMK-MKP,116,16,-100,0,1,0,0,1,0,2006,0,0,0,1
Klára Dohányová,SMK-MKP,SMK-MKP,118,101,-17,0,1,0,0,1,0,2006,0,0,0,1
Péter Őry,SMK-MKP,SMK-MKP,124,96,-28,0,1,0,0,1,0,2006,0,0,0,1
Tibor Dolník,SMK-MKP,SMK-MKP,127,120,-7,0,1,0,0,1,0,2006,0,0,0,1
Tünde Neszméri,SMK-MKP,SMK-MKP,135,59,-76,0,1,0,0,1,0,2006,0,0,0,1
Tibor Both,SMK-MKP,SMK-MKP,136,117,-19,0,1,0,0,1,0,2006,0,0,0,1
Ladislav Bartók,SMK-MKP,SMK-MKP,138,119,-19,0,1,0,0,1,0,2006,0,0,0,1
Attila Petheő,SMK-MKP,SMK-MKP,139,54,-85,0,1,0,0,1,0,2006,0,0,0,1
Csaba Fehér,SMK-MKP,SMK-MKP,143,36,-107,0,1,0,0,1,0,2006,0,0,0,1
Ladislav Bartoš,SMK-MKP,SMK-MKP,145,111,-34,0,1,0,0,1,0,2006,0,0,0,1
František Auxt,SMK-MKP,SMK-MKP,150,14,-136,0,1,0,0,1,0,2006,0,0,0,1
Ján Slota,SNS,SNS,1,1,0,0,1,0,0,1,0,2006,0,0,1,0
Anna Belousovová,SNS,SNS,2,2,0,0,1,0,0,1,0,2006,0,0,1,0
Rudolf Pučík,SNS,SNS,3,4,1,0,1,0,0,0,0,2006,0,0,1,0
Dušan Švantner,SNS,SNS,4,5,1,0,1,0,0,0,0,2006,0,0,1,0
Štefan Zelník,SNS,SNS,5,6,1,0,1,0,0,0,0,2006,0,0,1,0
Ján Mikolaj,SNS,SNS,6,3,-3,0,1,0,0,1,0,2006,0,0,1,0
Ivan Šaško,SNS,SNS,9,9,0,0,1,0,0,1,0,2006,0,0,1,0
Rafael Rafaj,SNS,SNS,12,7,-5,0,1,0,0,1,0,2006,0,0,1,0
Ján Slabý,SNS,SNS,14,10,-4,0,1,0,0,1,0,2006,0,0,1,0
Jozef Ďuračka,SNS,SNS,15,12,-3,0,1,0,0,1,0,2006,0,0,1,0
Peter Dubravay,SNS,SNS,16,18,2,0,1,0,0,0,0,2006,0,0,1,0
Milada Belásová,SNS,SNS,20,14,-6,0,1,0,0,1,0,2006,0,0,1,0
Jozef Líška,SNS,SNS,21,41,20,0,1,0,0,0,0,2006,0,0,1,0
Jaroslav Izák,SNS,SNS,22,19,-3,0,1,0,0,1,0,2006,0,0,1,0
Ján Chrbet,SNS,SNS,23,11,-12,0,1,0,0,1,0,2006,0,0,1,0
Jakub Gajdošík,SNS,SNS,24,17,-7,0,1,0,0,1,0,2006,0,0,1,0
Daniel Klačko,SNS,SNS,25,25,0,0,1,0,0,1,0,2006,0,0,1,0
Ján Ikrényi,SNS,SNS,28,22,-6,0,1,0,0,1,0,2006,0,0,1,0
Július Hauser,SNS,SNS,29,37,8,0,1,0,0,0,0,2006,0,0,1,0
Jozef Gurecka,SNS,SNS,33,36,3,0,1,0,0,0,0,2006,0,0,1,0
Miroslav Chabada,SNS,SNS,36,40,4,0,1,0,0,0,0,2006,0,0,1,0
Štefan Poľaško,SNS,SNS,39,119,80,0,1,0,0,0,0,2006,0,0,1,0
Peter Pamula,SNS,SNS,46,44,-2,0,1,0,0,1,0,2006,0,0,1,0
Mária Varhaníková,SNS,ND,47,21,-26,0,0,0,0,1,0,2006,0,0,0,1
Vladimír Jozef Dlhopolček,SNS,SNS,51,55,4,0,1,0,0,0,0,2006,0,0,1,0
Marián Janušek,SNS,SNS,52,16,-36,0,1,0,0,1,0,2006,0,0,1,0
Anton Vanko,SNS,SNS,54,49,-5,0,1,0,0,1,0,2006,0,0,1,0
Jozef Harakaľ,SNS,SNS,56,67,11,0,1,0,0,0,0,2006,0,0,1,0
Štefan Pokľuda,SNS,SNS,59,65,6,0,1,0,0,0,0,2006,0,0,1,0
Eva Jaššová,SNS,SNS,66,68,2,0,1,0,0,0,0,2006,0,0,1,0
Ivan Križan,SNS,SNS,69,64,-5,0,1,0,0,1,0,2006,0,0,1,0
Peter Petko,SNS,SNS,79,15,-64,0,1,0,0,1,0,2006,0,0,1,0
Peter Nemec,SNS,SNS,81,80,-1,0,1,0,0,1,0,2006,0,0,1,0
Dušan Pinčík,SNS,SNS,82,35,-47,0,1,0,0,1,0,2006,0,0,1,0
Štefan Slováčik,SNS,SNS,83,81,-2,0,1,0,0,1,0,2006,0,0,1,0
Ján Štefánik,SNS,SNS,88,66,-22,0,1,0,0,1,0,2006,0,0,1,0
Ľubomír Sýkora,SNS,SNS,92,143,51,0,1,0,0,0,0,2006,0,0,1,0
Pavel Harňák,SNS,SNS,93,33,-60,0,1,0,0,1,0,2006,0,0,1,0
Ladislav Haluška,SNS,SNS,101,74,-27,0,1,0,0,1,0,2006,0,0,1,0
Jozef Chamula,SNS,ND,110,35,-75,0,0,0,0,1,0,2006,0,0,0,1
Jaroslav Chudý,SNS,SNS,119,72,-47,0,1,0,0,1,0,2006,0,0,1,0
Viliam Rumanko,SNS,SNS,122,107,-15,0,1,0,0,1,0,2006,0,0,1,0
Ľudovít Kollár,SNS,SNS,123,91,-32,0,1,0,0,1,0,2006,0,0,1,0
Igor Miňo,SNS,SNS,125,113,-12,0,1,0,0,1,0,2006,0,0,1,0
Richard Takáč,SNS,SNS,126,32,-94,0,1,0,0,1,0,2006,0,0,1,0
František Filip,SNS,SNS,135,59,-76,0,1,0,0,1,0,2006,0,0,1,0
Jaroslav Lamoš,SNS,SNS,138,144,6,0,1,0,0,0,0,2006,0,0,1,0
Milan Kajaba,SNS,SNS,140,108,-32,0,1,0,0,1,0,2006,0,0,1,0
Vladimír Daniš,SNS,SNS,144,122,-22,0,1,0,0,1,0,2006,0,0,1,0
Jozef Lenič,SNS,SNS,146,52,-94,0,1,0,0,1,0,2006,0,0,1,0
Jozef Štolc,SNS,SNS,149,61,-88,0,1,0,0,1,0,2006,0,0,1,0
Alexander Hlavatý,SNS,SNS,95,89,-6,0,1,0,0,1,0,2006,0,0,1,0
Cyril Betuš,SOS,SDĽ,1,17,16,1,0,1,1,0,1,2006,0,1,0,0
Rudolf Reštei,SOS,SDĽ,10,113,103,1,0,1,1,0,1,2006,0,1,0,0
Ivan Vaňo,SOS,Únia,20,20,0,1,0,1,1,1,1,2006,0,1,0,0
Peter Konček,SOS,SDĽ,31,22,-9,1,0,1,1,1,1,2006,0,1,0,0
Marián Gál,SOS,SDKÚ-DS,71,100,29,1,0,1,1,0,1,2006,1,0,0,0
Ján Ľupták,ZRS,ZRS,1,1,0,1,1,0,0,1,0,2006,0,1,0,0
Milan Trník,ZRS,ZRS,4,3,-1,1,1,0,0,1,0,2006,0,1,0,0
Mária Hrušková,ZRS,ZRS,6,4,-2,1,1,0,0,1,0,2006,0,1,0,0
Pavol Kopčák,ZRS,ZRS,9,9,0,1,1,0,0,1,0,2006,0,1,0,0
František Chachula,ZRS,ZRS,10,128,118,1,1,0,0,0,0,2006,0,1,0,0
Jozef Sekáč,ZRS,ZRS,13,70,57,1,1,0,0,0,0,2006,0,1,0,0
Pavol Čuma,ZRS,ZRS,16,6,-10,1,1,0,0,1,0,2006,0,1,0,0
Dušan Hanka,ZRS,ZRS,21,53,32,1,1,0,0,0,0,2006,0,1,0,0
Jana Nirházová,ZRS,ZRS,24,36,12,1,1,0,0,0,0,2006,0,1,0,0
Jaroslav Završan,ZRS,ZRS,30,30,0,1,1,0,0,1,0,2006,0,1,0,0
Ján Rudinský,ZRS,ZRS,41,18,-23,1,1,0,0,1,0,2006,0,1,0,0
Cyril Ivan,ZRS,ZRS,46,31,-15,1,1,0,0,1,0,2006,0,1,0,0
Ľubomír Dado,ZRS,ZRS,48,69,21,1,1,0,0,0,0,2006,0,1,0,0
Dušan Boháčik,ZRS,ZRS,58,119,61,1,1,0,0,0,0,2006,0,1,0,0
Michal Milas,ZRS,ZRS,67,92,25,1,1,0,0,0,0,2006,0,1,0,0
Anna Nagyová,ZRS,ZRS,84,84,0,1,1,0,0,1,0,2006,0,1,0,0
Mária Glovňová,ZRS,ZRS,89,44,-45,1,1,0,0,1,0,2006,0,1,0,0
Martin Máčaj,AZEN,99%,10,74,64,1,0,1,NA,0,1,2010,0,1,0,0
Emil Samko,AZEN,ĽS-HZDS,19,104,85,1,0,1,NA,0,1,2010,0,1,0,0
Jozef Zaťko,AZEN,PaS,65,10,-55,1,0,1,NA,1,1,2010,0,1,0,0
Hana Pavlovská,EDS,PaS,51,101,50,1,0,1,NA,0,1,2010,0,1,0,0
Marek Kabát,EDS,NaS-ns,76,87,11,1,0,1,NA,0,1,2010,0,1,0,0
Peter Repčák,EDS,MOST-HÍD,133,81,-52,1,0,1,NA,1,1,2010,1,0,0,0
Ján Figeľ,KDH,KDH,1,1,0,0,1,0,NA,1,0,2010,0,0,1,0
Daniel Lipšic,KDH,KDH,3,3,0,0,1,0,NA,1,0,2010,0,0,1,0
Július Brocka,KDH,KDH,4,4,0,0,1,0,NA,1,0,2010,0,0,1,0
Mária Sabolová,KDH,KDH,5,77,72,0,1,0,NA,0,0,2010,0,0,1,0
Pavol Abrhan,KDH,KDH,9,7,-2,0,1,0,NA,1,0,2010,0,0,1,0
Martin Fronc,KDH,KDH,10,9,-1,0,1,0,NA,1,0,2010,0,0,1,0
Ján Hudacký,KDH,KDH,11,6,-5,0,1,0,NA,1,0,2010,0,0,1,0
Peter Muránsky,KDH,KDH,12,13,1,0,1,0,NA,0,0,2010,0,0,1,0
Marián Kvasnička,KDH,KDH,16,14,-2,0,1,0,NA,1,0,2010,0,0,1,0
Marián Radošovský,KDH,KDH,18,15,-3,0,1,0,NA,1,0,2010,0,0,1,0
Pavol Tarcala,KDH,KDH,21,45,24,0,1,0,NA,0,0,2010,0,0,1,0
Peter Bobula,KDH,KDH,22,21,-1,0,1,0,NA,1,0,2010,0,0,1,0
Pavel Kravec,KDH,KDH,27,32,5,0,1,0,NA,0,0,2010,0,0,1,0
Anna Neumannová,KDH,KDH,30,33,3,0,1,0,NA,0,0,2010,0,0,1,0
Stanislav Kahanec,KDH,KDH,31,25,-6,0,1,0,NA,1,0,2010,0,0,1,0
Karol Jasenovský,KDH,KDH,34,39,5,0,1,0,NA,0,0,2010,0,0,1,0
Ján Vančo,KDH,KDH,36,40,4,0,1,0,NA,0,0,2010,0,0,1,0
Pavol Baxa,KDH,KDH,39,41,2,0,1,0,NA,0,0,2010,0,0,1,0
Jozef Šimko,KDH,KDH,41,35,-6,0,1,0,NA,1,0,2010,0,0,1,0
Marianna Kianičková,KDH,KDH,42,95,53,0,1,0,NA,0,0,2010,0,0,1,0
Jaroslav Ivan,KDH,KDH,46,30,-16,0,1,0,NA,1,0,2010,0,0,1,0
Anton Letko,KDH,KDH,49,130,81,0,1,0,NA,0,0,2010,0,0,1,0
František Orlovský,KDH,KDH,51,94,43,0,1,0,NA,0,0,2010,0,0,1,0
Peter Belica,KDH,KDH,52,66,14,0,1,0,NA,0,0,2010,0,0,1,0
Ján Porubský,KDH,KDH,60,54,-6,0,1,0,NA,1,0,2010,0,0,1,0
Vladimír Šiška,KDH,KDH,62,46,-16,0,1,0,NA,1,0,2010,0,0,1,0
Gabriel Šimko,KDH,KDH,66,113,47,0,1,0,NA,0,0,2010,0,0,1,0
Jozef Bobík,KDH,KDH,72,16,-56,0,1,0,NA,1,0,2010,0,0,1,0
Miloš Moravčík,KDH,KDH,76,18,-58,0,1,0,NA,1,0,2010,0,0,1,0
Ladislav Vančo,KDH,KDH,77,43,-34,0,1,0,NA,1,0,2010,0,0,1,0
Mária Kulanová,KDH,KDH,78,118,40,0,1,0,NA,0,0,2010,0,0,1,0
Michal Kapusta,KDH,KDH,85,93,8,0,1,0,NA,0,0,2010,0,0,1,0
Ján Soliar,KDH,KDH,87,75,-12,0,1,0,NA,1,0,2010,0,0,1,0
Miroslav Vetrík,KDH,KDH,91,99,8,0,1,0,NA,0,0,2010,0,0,1,0
Peter Ivic,KDH,KDH,94,117,23,0,1,0,NA,0,0,2010,0,0,1,0
Katarína Smiešková,KDH,KDH,95,53,-42,0,1,0,NA,1,0,2010,0,0,1,0
Marcela Machilová,KDH,KDH,97,84,-13,0,1,0,NA,1,0,2010,0,0,1,0
Ján Čuchran,KDH,KDH,99,112,13,0,1,0,NA,0,0,2010,0,0,1,0
Miroslav Kráľ,KDH,KDH,102,149,47,0,1,0,NA,0,0,2010,0,0,1,0
Radovan Junas,KDH,KDH,103,131,28,0,1,0,NA,0,0,2010,0,0,1,0
Peter Stanko,KDH,KDH,104,64,-40,0,1,0,NA,1,0,2010,0,0,1,0
Juraj Pavelek,KDH,KDH,105,81,-24,0,1,0,NA,1,0,2010,0,0,1,0
Miroslava Szitová,KDH,KDH,108,57,-51,0,1,0,NA,1,0,2010,0,0,1,0
Marek Dudiak,KDH,KDH,117,103,-14,0,1,0,NA,1,0,2010,0,0,1,0
Miroslav Papay,KDH,KDH,122,79,-43,0,1,0,NA,1,0,2010,0,0,1,0
Ján Dzurjuv,KDH,KDH,125,102,-23,0,1,0,NA,1,0,2010,0,0,1,0
